Condition,Spread,Block,Trial,Delta,RT,Initial_x,Placed_x,Target_side,Speed,Success
2,1,1,1,420,21.252,17,206,-1,2,0
2,1,1,2,640,3.049,262,-283,-1,4,1
2,1,1,3,860,1.716,237,540,-1,4,0
2,1,1,4,420,1.466,-47,-285,-1,2,1
2,1,1,5,420,1.665,206,-221,-1,9,1
2,1,1,6,640,2.781,71,471,-1,5,0
2,1,1,7,200,3.733,3,20,-1,6,1
2,1,1,8,860,14.450,224,567,1,1,0
2,1,1,9,860,2.050,-381,521,-1,2,0
2,1,1,10,420,2.517,22,-192,1,9,1
2,1,1,11,860,2.367,85,595,1,8,1
2,1,1,12,860,4.283,346,597,-1,6,0
2,1,1,13,640,2.183,151,-563,-1,1,1
2,1,1,14,860,1.933,311,816,1,4,1
2,1,1,15,200,1.916,-83,29,-1,6,1
2,1,1,16,200,1.967,-53,-2,1,8,1
2,1,1,17,860,5.000,-46,724,-1,3,0
2,1,1,18,640,1.833,-135,-387,-1,7,1
2,1,1,19,640,3.083,223,559,-1,3,0
2,1,1,20,420,3.050,-77,208,-1,5,0
2,1,1,21,640,1.967,-154,565,-1,8,0
2,1,1,22,200,5.316,27,25,1,6,1
2,1,1,23,420,7.900,172,113,-1,3,0
2,1,1,24,420,1.517,-20,-228,1,6,0
2,1,1,25,200,2.283,-53,35,1,8,1
2,1,1,26,640,1.434,-196,370,-1,8,0
2,1,1,27,860,1.617,197,780,1,2,1
2,1,1,28,640,1.600,-215,16,-1,7,1
2,1,1,29,420,1.350,142,17,-1,7,1
2,1,1,30,860,4.816,203,-753,1,6,0
2,1,1,31,200,3.750,-74,93,-1,2,0
2,1,1,32,860,1.916,294,705,1,2,1
2,1,1,33,640,3.883,-227,525,1,4,1
2,1,1,34,640,1.417,-212,483,1,3,1
2,1,1,35,860,1.667,114,-554,1,5,0
2,1,1,36,860,1.584,234,640,1,4,1
2,1,1,37,640,1.917,-143,491,1,2,1
2,1,1,38,860,1.483,-226,764,-1,6,0
2,1,1,39,200,1.833,-15,11,-1,5,1
2,1,1,40,640,2.033,-236,502,1,2,1
2,1,1,41,200,1.717,-20,-38,1,3,1
2,1,1,42,420,2.633,79,-140,1,7,1
2,1,1,43,420,1.367,35,250,1,5,1
2,1,1,44,640,1.500,-240,375,-1,9,0
2,1,1,45,200,1.417,50,11,-1,2,1
2,1,1,46,420,1.483,122,234,1,6,1
2,1,1,47,640,1.616,153,427,-1,4,0
2,1,1,48,200,1.483,25,12,1,3,1
2,1,1,49,420,1.883,122,321,1,5,1
2,1,1,50,200,3.717,3,-2,-1,6,1
2,1,1,51,200,3.616,-19,-11,-1,2,1
2,1,1,52,200,1.733,-12,11,1,6,1
2,1,1,53,420,1.633,-43,249,-1,1,0
2,1,1,54,200,1.783,-93,53,-1,3,1
2,1,1,55,420,1.850,108,181,-1,4,0
2,1,1,56,200,1.650,-47,-12,1,8,1
2,1,1,57,860,1.567,-76,-462,1,7,0
2,1,1,58,640,4.534,92,343,1,6,1
2,1,1,59,420,16.183,-110,-8,-1,5,1
2,1,1,60,860,2.250,-321,511,-1,4,0
2,10,2,1,420,3.498,-21,18,-1,4,1
2,10,2,2,640,1.416,-305,272,-1,6,0
2,10,2,3,860,9.066,-235,679,-1,5,0
2,10,2,4,200,1.400,79,-6,-1,6,1
2,10,2,5,200,1.533,72,3,-1,4,1
2,10,2,6,640,1.267,162,333,-1,4,0
2,10,2,7,200,1.450,22,42,-1,6,1
2,10,2,8,200,1.517,37,-22,1,4,1
2,10,2,9,860,1.583,-161,482,-1,5,0
2,10,2,10,420,1.300,-132,177,1,5,1
2,10,2,11,420,1.333,111,161,-1,5,0
2,10,2,12,640,2.600,28,-433,-1,6,1
2,10,2,13,200,3.800,89,33,-1,4,1
2,10,2,14,200,1.583,94,5,1,5,1
2,10,2,15,420,7.567,-139,192,1,5,1
2,10,2,16,200,1.633,55,32,-1,4,1
2,10,2,17,640,1.183,-132,49,-1,5,0
2,10,2,18,860,1.367,18,532,1,5,1
2,10,2,19,200,3.667,24,-28,1,4,1
2,10,2,20,860,1.467,-83,662,-1,5,0
2,10,2,21,860,1.233,-90,594,1,7,1
2,10,2,22,640,1.350,-319,241,1,5,1
2,10,2,23,860,1.100,266,535,-1,4,0
2,10,2,24,860,2.283,359,-760,1,5,0
2,10,2,25,420,1.100,87,342,1,5,1
2,10,2,26,860,1.633,-153,573,-1,5,0
2,10,2,27,420,1.167,-73,-252,1,5,0
2,10,2,28,420,1.567,29,156,1,5,1
2,10,2,29,640,3.967,-308,521,-1,5,0
2,10,2,30,200,12.083,81,-17,1,5,1
