Condition,Spread,Block,Trial,Delta,RT,Initial_x,Placed_x,Target_side,Speed,Success
2,1,1,1,420,4.175,17,4.036719e+01,-1,2,0
2,1,1,2,640,4.521,262,4.011719e+01,-1,4,0
2,1,1,3,860,10.328,237,-8.145703e+01,-1,4,0
2,1,1,4,420,3.470,-47,-2.561016e+02,-1,2,1
2,1,1,5,420,5.471,206,2.209805e+02,-1,9,1
2,1,1,6,640,3.618,71,-2.412656e+02,-1,5,1
2,1,1,7,200,2.502,3,-9.864844e+01,-1,6,1
2,1,1,8,860,3.036,224,-5.963672e+02,1,1,0
2,1,1,9,860,4.154,-381,5.556719e+02,-1,2,0
2,1,1,10,420,2.269,22,1.505078e+02,1,9,1
2,1,1,11,860,3.086,85,2.409102e+02,1,8,1
2,1,1,12,860,3.370,346,-7.179375e+02,-1,6,1
2,1,1,13,640,2.536,151,4.392383e+02,-1,1,0
2,1,1,14,860,2.736,311,-6.680430e+02,1,4,0
2,1,1,15,200,2.736,-83,9.899609e+01,-1,6,1
2,1,1,16,200,3.153,-53,-6.992188e+00,1,8,1
2,1,1,17,860,2.502,-46,1.446875e+01,-1,3,0
2,1,1,18,640,3.137,-135,-1.323047e+01,-1,7,1
2,1,1,19,640,2.702,223,-3.363281e+00,-1,3,0
2,1,1,20,420,2.035,-77,1.498633e+02,-1,5,0
2,1,1,21,640,2.603,-154,-7.570703e+01,-1,8,1
2,1,1,22,200,2.035,27,7.248828e+01,1,6,1
2,1,1,23,420,2.569,172,2.584766e+01,-1,3,0
2,1,1,24,420,2.553,-20,-1.802734e+02,1,6,1
2,1,1,25,200,3.303,-53,-1.582031e+00,1,8,1
2,1,1,26,640,3.820,-196,-3.273555e+02,-1,8,1
2,1,1,27,860,2.469,197,6.007930e+02,1,2,0
2,1,1,28,640,4.154,-215,-3.085156e+02,-1,7,1
2,1,1,29,420,3.220,142,-2.189531e+02,-1,7,1
2,1,1,30,860,4.438,203,-5.564375e+02,1,6,0
2,1,1,31,200,2.653,-74,4.398438e+00,-1,2,1
2,1,1,32,860,2.820,294,-5.002070e+02,1,2,0
2,1,1,33,640,2.636,-227,2.034375e+02,1,4,1
2,1,1,34,640,3.220,-212,-2.115273e+02,1,3,0
2,1,1,35,860,3.921,114,-5.543984e+02,1,5,0
2,1,1,36,860,3.570,234,-4.385312e+02,1,4,0
2,1,1,37,640,2.636,-143,-2.406172e+02,1,2,0
2,1,1,38,860,2.018,-226,4.547188e+02,-1,6,0
2,1,1,39,200,2.652,-15,-6.230469e+00,-1,5,1
2,1,1,40,640,2.753,-236,4.821094e+01,1,2,0
2,1,1,41,200,2.885,-20,3.765625e+00,1,3,1
2,1,1,42,420,2.369,79,1.505469e+01,1,7,1
2,1,1,43,420,2.269,35,1.588672e+01,1,5,1
2,1,1,44,640,6.155,-240,-3.405938e+02,-1,9,1
2,1,1,45,200,2.586,50,1.241406e+01,-1,2,1
2,1,1,46,420,3.286,122,-5.441406e+01,1,6,1
2,1,1,47,640,2.469,153,-3.025234e+02,-1,4,1
2,1,1,48,200,2.536,25,7.757812e+00,1,3,1
2,1,1,49,420,2.552,122,-1.345391e+02,1,5,0
2,1,1,50,200,2.519,3,-2.574219e+00,-1,6,1
2,1,1,51,200,2.436,-19,5.363281e+00,-1,2,1
2,1,1,52,200,2.519,-12,-8.304688e+00,1,6,1
2,1,1,53,420,2.703,-43,-3.029688e+01,-1,1,0
2,1,1,54,200,2.870,-93,3.019531e+00,-1,3,1
2,1,1,55,420,2.102,108,8.089844e+00,-1,4,1
2,1,1,56,200,2.169,-47,1.381641e+01,1,8,1
