Condition,Spread,Block,Trial,Delta,RT,Initial_x,Placed_x,Target_side,Speed,Success
2,1,1,1,420,4.239,204,-8.700781e+01,-1,7,1
2,1,1,2,860,3.370,-62,2.161094e+02,1,6,1
2,1,1,3,640,2.402,103,-2.636523e+02,-1,8,1
2,1,1,4,200,2.686,48,5.125000e+00,-1,7,1
2,1,1,5,860,2.419,48,2.711133e+02,-1,6,0
2,1,1,6,420,2.953,197,-1.651211e+02,1,3,0
2,1,1,7,200,1.818,48,6.558594e+01,1,4,1
2,1,1,8,640,4.004,319,-5.446484e+02,-1,5,1
2,1,1,9,860,27.047,-274,-2.895977e+02,-1,3,0
2,1,1,10,200,3.220,44,1.051172e+01,1,6,1
2,1,1,11,200,8.659,-32,2.171875e+00,1,2,1
2,1,1,12,420,6.406,-56,8.891016e+01,-1,3,0
2,1,1,13,640,2.269,-300,-2.319609e+02,1,6,0
2,1,1,14,420,1.517,-66,2.371484e+01,1,8,1
2,1,1,15,640,1.652,-5,-2.403086e+02,1,3,0
2,1,1,16,200,1.652,99,-4.023438e-01,-1,1,0
2,1,1,17,420,1.768,-138,-2.106992e+02,1,7,1
2,1,1,18,640,2.236,-2,-4.363984e+02,1,2,0
2,1,1,19,200,2.085,-96,8.832422e+01,-1,4,1
2,1,1,20,420,1.618,-29,-2.041367e+02,1,6,1
2,1,1,21,860,2.602,367,-7.896523e+02,-1,7,1
2,1,1,22,420,1.751,49,3.403320e+02,1,8,1
2,1,1,23,640,1.702,147,5.458203e+02,1,8,1
2,1,1,24,420,1.568,-106,-3.628047e+02,1,2,0
2,1,1,25,200,1.584,84,-1.467070e+02,-1,2,1
2,1,1,26,200,3.270,-57,-5.939062e+01,-1,1,1
2,1,1,27,420,1.551,62,3.484297e+02,1,2,1
2,1,1,28,860,2.152,-257,8.316523e+02,1,3,1
2,1,1,29,420,3.404,209,-3.579609e+02,-1,2,1
2,1,1,30,420,1.835,203,-3.592773e+02,-1,2,1
2,1,1,31,640,1.952,113,5.865703e+02,1,9,1
2,1,1,32,200,1.634,91,-1.544492e+02,1,8,1
2,1,1,33,860,1.601,300,-8.019453e+02,-1,6,1
2,1,1,34,420,1.718,-197,3.653320e+02,1,5,1
2,1,1,35,860,1.751,106,-7.942617e+02,-1,7,1
2,1,1,36,860,3.154,-266,-8.273086e+02,1,8,0
2,1,1,37,860,2.886,373,-7.857109e+02,-1,5,1
2,1,1,38,640,1.551,-291,5.461172e+02,-1,6,0
2,1,1,39,200,3.637,4,-1.430977e+02,-1,2,1
2,1,1,40,860,2.402,1,7.961914e+02,-1,6,0
2,1,1,41,860,2.469,-341,8.115742e+02,1,6,1
2,1,1,42,200,1.751,-24,-1.338945e+02,-1,6,1
2,1,1,43,420,1.785,140,-3.511914e+02,1,3,0
2,1,1,44,640,1.635,-88,-5.662344e+02,-1,5,1
2,1,1,45,200,2.252,67,1.253359e+02,-1,9,1
2,1,1,46,860,3.554,284,7.537461e+02,1,9,1
2,1,1,47,860,1.768,-177,-7.997031e+02,-1,4,1
2,1,1,48,640,2.519,-106,5.892070e+02,1,5,1
2,1,1,49,420,1.635,39,3.107578e+02,1,8,1
2,1,1,50,200,1.517,40,-1.410273e+02,-1,1,1
2,1,1,51,640,2.286,-149,5.538555e+02,1,8,1
2,1,1,52,200,1.684,39,8.433984e+01,-1,7,1
2,1,1,53,860,1.651,-190,-7.850977e+02,-1,1,1
2,1,1,54,640,1.568,224,5.634531e+02,-1,2,0
2,1,1,55,640,2.069,-62,5.907930e+02,-1,7,0
2,1,1,56,200,1.935,25,1.544102e+02,-1,6,1
2,1,1,57,640,1.551,99,4.651641e+02,-1,7,0
2,1,1,58,640,1.618,84,4.871523e+02,1,4,1
2,1,1,59,420,2.035,-84,2.664336e+02,-1,4,0
2,1,1,60,860,1.468,-234,-5.874219e+02,-1,2,0
2,10,2,1,200,3.619,-55,-5.652344e+00,1,7,1
2,10,2,2,420,2.152,-36,-3.596523e+02,-1,4,1
2,10,2,3,860,2.636,114,7.660586e+02,-1,3,0
2,10,2,4,860,10.428,203,-7.709531e+02,-1,4,1
2,10,2,5,420,2.436,54,-3.269453e+02,1,5,0
2,10,2,6,200,1.752,-76,1.077344e+01,1,5,1
2,10,2,7,420,1.802,-30,-1.744531e+01,1,4,1
2,10,2,8,200,1.584,32,7.710938e+00,1,5,1
2,10,2,9,640,1.634,-137,-2.610508e+02,1,5,0
2,10,2,10,200,1.618,-69,1.460156e+01,-1,5,1
2,10,2,11,420,1.418,197,-7.527344e+00,-1,6,1
2,10,2,12,200,1.485,-59,1.560938e+01,1,5,1
2,10,2,13,860,1.902,175,-5.478359e+02,-1,5,1
2,10,2,14,200,1.384,31,-9.203125e+00,1,6,1
2,10,2,15,860,1.885,-415,7.203281e+02,1,8,1
