Spread,Delta,Y_or_N,Confidence
1,420.000,1,333
1,860.000,0,733
1,640.000,0,747
1,200.000,1,773
1,860.000,0,655
1,420.000,1,707
1,200.000,0,890
1,640.000,0,806
10,420.000,1,711
10,860.000,0,690
10,640.000,1,799
10,200.000,1,798
10,860.000,0,782
10,420.000,1,624
10,200.000,1,720
10,640.000,0,651
1000,420.000,1,813
1000,860.000,0,728
1000,640.000,1,334
1000,200.000,1,851
1000,860.000,0,851
1000,420.000,1,394
1000,200.000,1,586
1000,640.000,0,724
