Spread,Delta,Y_or_N,Confidence
1,420.000,1,786
1,860.000,0,480
1,640.000,1,176
1,200.000,1,777
1,860.000,0,703
1,420.000,1,777
1,200.000,1,790
1,640.000,0,184
10,420.000,1,480
10,860.000,0,480
10,640.000,1,480
10,200.000,1,480
10,860.000,0,480
10,420.000,1,480
10,200.000,1,480
10,640.000,0,480
1000,420.000,1,700
1000,860.000,0,821
1000,640.000,0,776
1000,200.000,1,865
1000,860.000,0,313
1000,420.000,1,383
1000,200.000,1,725
1000,640.000,1,730
