Spread,Delta,Y_or_N,Confidence
1,420.000,1,480
1,860.000,0,480
1,640.000,1,480
1,200.000,1,480
1,860.000,0,480
1,420.000,1,480
1,200.000,0,480
1,640.000,1,480
10,420.000,0,480
10,860.000,0,480
10,640.000,0,480
10,200.000,0,480
10,860.000,0,480
10,420.000,1,480
10,200.000,1,480
10,640.000,1,480
1000,420.000,1,480
1000,860.000,0,480
1000,640.000,1,480
1000,200.000,0,480
1000,860.000,1,480
1000,420.000,1,480
1000,200.000,1,480
1000,640.000,1,480
