Spread,Delta,Y_or_N,Confidence
1,420.000,1,480
1,860.000,0,804
1,640.000,0,655
1,200.000,1,915
1,860.000,0,112
1,420.000,1,787
1,200.000,1,873
1,640.000,0,546
10,420.000,0,640
10,860.000,0,760
10,640.000,0,801
10,200.000,1,161
10,860.000,0,898
10,420.000,1,655
10,200.000,1,707
10,640.000,0,683
1000,420.000,1,480
1000,860.000,0,780
1000,640.000,1,736
1000,200.000,1,921
1000,860.000,0,814
1000,420.000,1,724
1000,200.000,1,845
1000,640.000,0,833
