Spread,Block,Trial,Time_elapsed,Delta,click_num,Placed_x
1,1,1,2.795,860,1,-1.962500e+01
1,1,2,5.090,860,1,1.964570e+02
1,1,3,3.305,365,1,-1.316055e+02
1,1,4,1.836,530,1,-2.165664e+02
1,1,5,4.320,695,1,-3.363203e+02
1,1,6,2.619,200,1,3.507812e+00
1,1,7,2.621,530,1,2.282812e+01
1,1,8,1.085,860,1,-1.129141e+02
1,1,8,4.206,860,2,-6.992734e+02
1,1,9,3.038,530,1,-3.996484e+02
1,1,10,2.220,365,1,-2.301602e+02
1,1,11,3.805,695,1,-5.040391e+02
1,1,12,4.222,860,1,6.497266e+02
1,1,13,2.471,365,1,-2.698281e+02
1,1,14,4.723,365,1,-2.257617e+02
1,1,15,5.240,695,1,3.180820e+02
1,1,16,2.654,695,1,5.105117e+02
1,1,17,2.304,695,1,5.230352e+02
1,1,18,2.821,200,1,-7.480469e+00
1,1,19,2.287,695,1,-5.432930e+02
1,1,20,2.036,860,1,6.936562e+02
1,1,21,2.738,695,1,5.386758e+02
1,1,22,4.523,530,1,-3.961328e+02
1,1,23,2.070,365,1,2.689141e+02
1,1,24,2.070,200,1,1.083945e+02
1,1,25,1.352,200,1,1.053516e+02
1,1,26,1.636,695,1,5.314922e+02
1,1,27,1.219,365,1,2.007773e+02
1,1,28,3.872,860,1,6.466445e+02
1,1,29,1.603,200,1,8.032812e+01
1,1,30,2.120,695,1,-5.590469e+02
1,1,31,2.104,200,1,-1.049375e+02
1,1,32,1.553,860,1,7.277148e+02
1,1,33,1.719,860,1,-7.763711e+02
1,1,34,2.454,530,1,4.392266e+02
1,1,35,4.123,695,1,5.478086e+02
1,1,36,2.938,365,1,-2.705430e+02
1,1,37,4.340,530,1,-4.052852e+02
1,1,38,1.085,200,1,1.074766e+02
1,1,39,1.569,530,1,-4.041797e+02
1,1,40,1.186,200,1,-1.214141e+02
1,1,41,1.870,200,1,-1.253711e+02
1,1,42,2.654,695,1,5.631992e+02
1,1,43,2.420,200,1,-6.745703e+01
1,1,44,1.803,860,1,-6.197695e+02
1,1,44,2.738,860,2,-6.788672e+02
1,1,45,3.188,860,1,-7.287891e+02
1,1,46,2.154,530,1,4.137500e+02
1,1,47,3.955,860,1,6.584727e+02
1,1,48,2.104,860,1,7.094180e+02
1,1,49,1.970,530,1,4.092109e+02
1,1,50,1.703,365,1,2.370586e+02
1,1,51,1.519,200,1,1.118281e+02
1,1,52,1.753,365,1,2.142266e+02
1,1,53,1.903,860,1,-7.078984e+02
1,1,54,2.037,530,1,-4.089766e+02
1,1,55,1.753,365,1,-2.497227e+02
1,1,56,1.536,365,1,-2.688203e+02
1,1,57,2.237,200,1,-4.586328e+01
1,1,58,2.237,200,1,-1.035586e+02
1,1,59,1.786,695,1,5.806836e+02
1,1,60,1.886,530,1,4.031680e+02
1,1,61,1.369,695,1,-5.812773e+02
1,1,62,1.703,695,1,-5.661875e+02
