Spread,Block,Trial,Time_elapsed,Delta,click_num,Placed_x
10000,1,1,13.167,530,1,-7.195312e+00
10000,1,2,2.771,530,1,-2.617578e+01
10000,1,3,3.104,530,1,-2.432031e+01
10000,1,4,4.923,860,1,-2.063008e+02
10000,1,5,3.386,200,1,-1.234375e+00
10000,1,6,1.951,365,1,-1.088672e+01
10000,1,7,3.171,695,1,-3.379062e+02
10000,1,8,2.153,200,1,-6.574219e+00
10000,1,9,1.586,530,1,-8.449219e+00
10000,1,10,2.287,365,1,-3.222656e+00
10000,1,11,1.569,695,1,-1.816016e+01
10000,1,12,1.753,200,1,1.712891e+01
10000,1,13,2.003,860,1,-4.609102e+02
10000,1,14,1.820,365,1,-4.437500e+00
10000,1,15,3.322,530,1,4.039922e+02
10000,1,16,2.854,860,1,-5.835898e+02
10000,1,17,3.105,860,1,-6.892773e+02
10000,1,18,3.522,365,1,-1.100312e+02
10000,1,19,1.503,365,1,-2.033008e+02
10000,1,20,1.186,365,1,-2.896875e+01
10000,1,21,2.270,695,1,4.697812e+02
10000,1,22,3.238,365,1,1.882305e+02
10000,1,23,1.335,530,1,-2.315781e+02
10000,1,24,1.786,530,1,-2.705625e+02
10000,1,25,1.286,365,1,-2.084062e+02
10000,1,26,1.269,200,1,-9.164062e+00
10000,1,27,1.753,695,1,-5.830117e+02
10000,1,28,2.321,695,1,-5.489062e+02
10000,1,29,1.419,365,1,-2.205469e+02
10000,1,30,2.087,860,1,-6.365273e+02
10000,1,31,14.534,530,1,4.120039e+02
10000,1,32,1.035,695,1,-4.810586e+02
10000,1,33,1.703,365,1,2.052070e+02
10000,1,34,2.771,200,1,-4.015625e+00
10000,1,35,2.070,365,1,-7.499609e+01
10000,1,36,4.156,530,1,-4.169805e+02
10000,1,37,2.421,860,1,6.979492e+02
10000,1,38,1.670,200,1,2.621094e+00
10000,1,39,1.152,695,1,-5.199531e+02
10000,1,40,1.286,200,1,-1.785156e+00
10000,1,41,1.219,695,1,-4.612695e+02
10000,1,42,1.786,695,1,-4.900586e+02
10000,1,43,1.686,365,1,-2.194531e+01
10000,1,44,1.719,695,1,-4.436797e+02
10000,1,45,1.669,530,1,-3.656836e+02
10000,1,46,1.035,530,1,-3.153672e+02
10000,1,47,1.369,200,1,4.476562e+00
