Spread,Delta, Estimate
10000,3.666667e+02,5.000000e-01
10000,700,5.000000e-01
10000,5.333333e+02,1.000000e-01
10000,200,1
10000,700,2.000000e-01
10000,3.666667e+02,5.000000e-01
10000,200,5.000000e-01
10000,5.333333e+02,0
1,3.666667e+02,7.000000e-01
1,700,2.000000e-01
1,5.333333e+02,5.000000e-01
1,200,7.000000e-01
1,700,2.000000e-01
1,3.666667e+02,7.000000e-01
1,200,9.000000e-01
1,5.333333e+02,3.000000e-01
