Spread,Delta, Estimate
10000,3.666667e+02,5.000000e-01
10000,700,0
10000,5.333333e+02,3.000000e-01
10000,200,1
10000,700,0
10000,3.666667e+02,9.000000e-01
10000,200,1
10000,5.333333e+02,6.000000e-01
1,3.666667e+02,6.000000e-01
1,700,1.000000e-01
1,5.333333e+02,3.000000e-01
1,200,9.000000e-01
1,700,1.000000e-01
1,3.666667e+02,6.000000e-01
1,200,9.000000e-01
1,5.333333e+02,1.000000e-01
