Spread,Delta, Estimate
10000,420,5.000000e-01
10000,860,5.000000e-01
10000,640,6.000000e-01
10000,200,5.000000e-01
10000,860,7.000000e-01
10000,420,4.000000e-01
10000,200,2.000000e-01
10000,640,6.000000e-01
1,420,4.000000e-01
1,860,7.000000e-01
1,640,5.000000e-01
1,200,1.000000e-01
1,860,8.000000e-01
1,420,5.000000e-01
1,200,1.000000e-01
1,640,7.000000e-01
