Spread,Delta, Estimate
10000,420,5.000000e-01
10000,860,5.000000e-01
10000,640,0
10000,200,1
10000,860,0
10000,420,1
10000,200,9.000000e-01
10000,640,0
1,420,7.000000e-01
1,860,2.000000e-01
1,640,2.000000e-01
1,200,8.000000e-01
1,860,3.000000e-01
1,420,8.000000e-01
1,200,7.000000e-01
1,640,2.000000e-01
