Spread,Block,Trial,Time_elapsed,Delta,click_num,Placed_x
10000,1,1,2.387,200,1,3.964844e+00
10000,1,2,1.384,695,1,-3.720977e+02
10000,1,3,1.318,695,1,-4.003750e+02
10000,1,4,1.185,860,1,5.551758e+02
10000,1,5,2.154,530,1,-1.377734e+01
10000,1,6,2.187,695,1,-3.058594e+00
10000,1,7,2.137,860,1,-4.719180e+02
10000,1,8,1.720,200,1,4.527344e+00
10000,1,9,1.586,200,1,4.480469e+00
10000,1,10,1.002,200,1,6.757812e+00
10000,1,11,1.436,200,1,2.804688e+00
10000,1,12,1.569,200,1,-5.812500e+00
10000,1,13,1.169,695,1,-3.701211e+02
10000,1,14,1.620,200,1,-9.921875e-01
10000,1,15,1.302,365,1,9.890625e+00
10000,1,16,1.403,365,1,-1.225781e+01
10000,1,17,1.503,860,1,-4.786680e+02
10000,1,18,1.736,365,1,8.355469e+00
10000,1,19,1.052,200,1,-4.289062e+00
10000,1,20,2.054,860,1,-6.544062e+02
10000,1,21,1.302,695,1,3.207734e+02
10000,1,22,1.803,860,1,3.799727e+02
10000,1,23,0.952,200,1,-1.104297e+01
10000,1,24,2.504,530,1,6.137500e+01
10000,1,25,1.720,860,1,-6.043008e+02
10000,1,26,1.386,695,1,-4.343984e+02
10000,1,27,5.341,695,1,3.342148e+02
10000,1,28,1.202,530,1,1.261836e+02
10000,1,29,2.854,695,1,-3.139922e+02
10000,1,30,0.969,365,1,-9.953125e+00
10000,1,31,1.319,860,1,5.519141e+02
10000,1,32,1.219,365,1,5.304688e+00
10000,1,33,1.553,695,1,-4.846445e+02
10000,1,34,1.202,530,1,-2.564922e+02
10000,1,35,2.454,530,1,-3.213906e+02
10000,1,36,1.119,530,1,-2.671992e+02
10000,1,37,1.386,200,1,5.238281e+00
10000,1,38,1.086,365,1,4.660156e+00
10000,1,39,1.336,860,1,-6.027305e+02
10000,1,40,1.152,365,1,2.037891e+01
10000,1,40,2.688,365,2,-2.902344e+00
10000,1,41,1.403,530,1,2.255938e+02
10000,1,42,1.252,200,1,-3.933594e+00
10000,1,43,1.452,860,1,5.701953e+02
10000,1,44,1.286,530,1,1.292305e+02
10000,1,45,1.035,695,1,-5.567344e+02
10000,1,46,1.436,530,1,-3.112773e+02
10000,1,47,1.202,365,1,-6.406250e-01
10000,1,48,2.671,695,1,3.132070e+02
10000,1,49,2.254,530,1,1.337930e+02
10000,1,50,1.136,860,1,-5.592852e+02
10000,1,51,4.873,365,1,-1.188906e+02
10000,1,52,2.471,200,1,-8.734375e+00
10000,1,53,1.970,860,1,5.785273e+02
10000,1,54,1.636,530,1,-3.382422e+02
10000,1,55,5.174,200,1,-5.324219e+00
10000,1,56,1.503,530,1,2.123281e+02
10000,1,57,1.019,695,1,-4.623633e+02
10000,1,58,1.152,200,1,7.562500e+00
10000,1,59,1.436,695,1,-5.265859e+02
10000,1,60,3.956,695,1,2.536836e+02
10000,1,61,1.453,365,1,-7.371094e+00
10000,1,62,3.021,860,1,-5.473789e+02
10000,1,63,1.603,365,1,-1.156250e+00
10000,1,64,2.771,530,1,-2.992656e+02
10000,1,65,1.953,365,1,4.164062e+00
10000,1,66,7.193,860,1,4.755859e+02
10000,1,66,8.010,860,2,5.338203e+02
10000,1,67,3.088,860,1,5.737188e+02
10000,1,68,1.686,860,1,-6.272383e+02
10000,1,69,1.436,365,1,8.578125e+00
10000,1,70,1.369,365,1,6.562500e+00
10000,1,71,1.436,530,1,-2.242422e+02
10000,1,72,1.169,695,1,5.318984e+02
10000,1,73,1.085,200,1,1.042969e+00
10000,1,74,7.193,365,1,-1.885156e+01
10000,1,75,1.152,530,1,-1.822812e+02
1,2,1,8.314,530,1,-2.780039e+02
1,2,2,8.961,365,1,1.909258e+02
1,2,3,6.025,365,1,-1.822031e+02
1,2,4,1.319,200,1,6.195312e+00
1,2,5,1.019,200,1,1.414453e+01
1,2,5,2.487,200,2,1.035156e+00
1,2,6,1.152,365,1,8.794531e+01
1,2,7,1.085,365,1,-5.406250e+01
1,2,8,7.076,860,1,-5.654375e+02
1,2,9,6.642,365,1,-1.214062e+02
1,2,10,1.136,695,1,-3.932305e+02
1,2,11,14.367,365,1,-6.348828e+01
1,2,12,0.935,860,1,-5.466953e+02
1,2,13,17.838,365,1,1.270898e+02
1,2,14,1.670,695,1,3.866406e+02
1,2,15,4.273,365,1,-2.310547e+01
1,2,16,1.286,695,1,-3.852344e+02
1,2,17,1.336,200,1,4.664062e+00
1,2,18,1.169,860,1,-6.354648e+02
1,2,19,1.319,530,1,-2.702031e+02
1,2,19,1.903,530,2,-2.901562e+02
1,2,20,1.436,860,1,-6.344297e+02
1,2,21,2.204,860,1,5.914570e+02
1,2,22,2.454,365,1,-1.064766e+02
1,2,23,1.502,200,1,-1.886719e+00
1,2,24,1.519,860,1,-6.303477e+02
1,2,24,2.921,860,2,-6.557734e+02
1,2,25,1.319,200,1,4.867188e+00
1,2,26,1.903,365,1,1.202266e+02
1,2,26,3.188,365,2,1.374883e+02
1,2,27,1.920,695,1,3.402070e+02
1,2,27,3.472,695,2,3.784258e+02
1,2,28,1.236,695,1,-4.391719e+02
1,2,29,1.620,530,1,-3.324844e+02
1,2,30,1.052,530,1,1.422305e+02
1,2,31,1.836,695,1,-4.420391e+02
1,2,32,1.102,200,1,1.509375e+01
1,2,33,1.169,530,1,3.100625e+02
1,2,34,1.069,200,1,-2.097656e+00
1,2,35,1.019,200,1,-1.968750e+00
1,2,36,0.785,530,1,2.679062e+02
1,2,37,1.186,530,1,-2.989844e+02
1,2,37,1.786,530,2,-3.323203e+02
1,2,38,2.270,200,1,6.179688e+00
1,2,39,1.386,695,1,5.444453e+02
1,2,40,2.404,860,1,7.280039e+02
1,2,41,1.503,860,1,-6.368047e+02
1,2,42,1.453,365,1,-1.162031e+02
1,2,43,1.286,530,1,3.417930e+02
1,2,44,0.818,530,1,-2.787891e+02
1,2,45,1.152,695,1,4.758398e+02
1,2,46,0.985,200,1,1.191406e+00
1,2,47,0.935,365,1,-1.528516e+02
1,2,48,0.919,200,1,1.664062e+00
1,2,49,1.336,860,1,6.022734e+02
1,2,50,1.586,695,1,-5.605664e+02
1,2,51,5.474,860,1,5.771914e+02
1,2,51,6.392,860,2,6.465273e+02
1,2,52,1.252,530,1,3.148477e+02
1,2,53,1.169,530,1,-3.448906e+02
1,2,54,4.189,200,1,4.785156e+00
1,2,55,1.219,695,1,-4.771836e+02
1,2,56,1.002,200,1,1.154688e+01
1,2,57,2.254,695,1,5.041914e+02
1,2,58,0.835,365,1,-2.535938e+01
1,2,58,1.603,365,2,3.593750e+00
1,2,59,2.054,860,1,-6.228789e+02
1,2,60,1.686,530,1,-3.108477e+02
1,2,61,1.720,860,1,7.078555e+02
1,2,62,1.302,200,1,-1.546875e+00
1,2,63,1.553,695,1,-3.880352e+02
1,2,64,2.971,860,1,5.019961e+02
1,2,65,1.703,695,1,5.650586e+02
1,2,66,2.404,860,1,-5.997930e+02
1,2,66,2.988,860,2,-6.417539e+02
1,2,67,4.823,695,1,4.414648e+02
1,2,68,1.302,530,1,2.457617e+02
1,2,69,2.320,530,1,-3.359141e+02
1,2,70,1.202,365,1,2.117969e+01
1,2,71,1.019,530,1,3.190820e+02
1,2,72,0.935,695,1,-4.133359e+02
1,2,73,1.836,365,1,-2.206484e+02
1,2,74,1.069,860,1,5.037656e+02
1,2,75,1.469,200,1,1.644531e+00
