Spread,Block,Trial,Time_elapsed,Delta,click_num,Placed_x
1,1,1,2.648,860,1,-743
1,1,2,0.984,420,1,-334
1,1,3,1.434,640,1,-541
1,1,4,1.134,200,1,-3
1,1,5,0.918,860,1,-763
1,1,6,1.268,200,1,10
1,1,7,1.118,200,1,-11
1,1,8,0.951,860,1,-785
1,1,9,1.084,420,1,-292
1,1,10,1.218,200,1,7
1,1,11,2.034,200,1,8
1,1,12,1.234,200,1,-11
1,1,13,1.151,640,1,-556
1,1,14,1.018,640,1,-515
1,1,15,1.084,200,1,-10
1,1,15,1.884,200,2,1
1,1,16,1.084,640,1,-575
1,1,17,0.884,420,1,-318
1,1,18,1.234,860,1,-771
1,1,19,1.218,860,1,-820
1,1,20,1.018,640,1,-532
1,1,21,0.934,860,1,-784
1,1,22,1.318,860,1,-775
1,1,23,0.968,420,1,-17
1,1,24,1.218,420,1,-4
1,1,25,1.001,420,1,-19
1,1,26,0.818,640,1,-549
1,1,27,1.034,860,1,-741
1,1,28,0.968,640,1,-592
1,1,29,0.918,640,1,-512
1,1,30,1.885,860,1,-757
1,1,31,1.534,640,1,-570
1,1,32,3.984,420,1,-17
1,1,33,1.901,200,1,-3
1,1,34,0.934,640,1,-528
1,1,35,1.284,420,1,-6
1,1,35,1.951,420,2,-28
1,1,36,0.984,860,1,-772
1,1,37,1.201,200,1,12
1,1,38,1.051,640,1,-558
1,1,39,1.301,200,1,-1
1,1,40,1.001,420,1,-322
1,1,41,1.251,200,1,1
1,1,42,1.584,420,1,-42
1,1,43,0.884,860,1,-771
1,1,44,1.251,420,1,3
1,1,45,1.368,200,1,-3
1,1,46,1.151,640,1,-577
1,1,47,1.801,420,1,-24
1,1,48,2.168,860,1,-744
1,1,49,1.151,860,1,-741
1,1,50,1.101,420,1,-13
1,1,51,1.168,200,1,9
1,1,52,1.218,860,1,-785
1,1,53,1.001,200,1,-19
1,1,54,2.018,420,1,-6
1,1,55,1.268,200,1,-15
1,1,56,1.151,860,1,-709
1,1,57,1.451,420,1,-17
1,1,58,1.184,640,1,-528
1,1,59,1.434,640,1,-27
1,1,60,1.101,640,1,-534
10000,2,1,1.150,200,1,-6
10000,2,2,1.634,420,1,-34
10000,2,3,1.368,200,1,4
10000,2,4,0.868,640,1,-521
10000,2,5,1.151,640,1,-553
10000,2,6,1.101,640,1,-516
10000,2,7,1.151,420,1,-25
10000,2,7,1.668,420,2,10
10000,2,7,2.068,420,3,-3
10000,2,8,0.884,640,1,-526
10000,2,9,0.984,200,1,7
10000,2,10,1.051,420,1,-287
10000,2,10,1.734,420,2,-18
10000,2,10,2.284,420,3,19
10000,2,10,3.068,420,4,11
10000,2,11,1.151,200,1,-10
10000,2,12,1.051,860,1,-790
10000,2,13,1.368,420,1,-21
10000,2,14,1.584,420,1,-12
10000,2,15,0.984,640,1,-490
10000,2,16,1.151,640,1,-498
10000,2,16,1.734,640,2,-551
10000,2,17,0.951,860,1,-608
10000,2,18,1.384,420,1,-10
10000,2,19,0.885,640,1,-508
10000,2,20,0.818,420,1,-19
10000,2,21,0.901,200,1,-19
10000,2,22,0.934,860,1,-785
10000,2,23,1.268,420,1,4
10000,2,24,1.034,640,1,-568
10000,2,25,1.968,420,1,-19
10000,2,26,1.018,860,1,-750
10000,2,27,1.084,420,1,-34
10000,2,27,1.634,420,2,-19
10000,2,28,0.901,640,1,-514
10000,2,29,0.968,420,1,-312
10000,2,30,0.851,420,1,-348
10000,2,31,0.984,860,1,-714
10000,2,32,0.851,420,1,-326
10000,2,33,1.018,200,1,15
10000,2,33,1.418,200,2,3
10000,2,34,0.884,640,1,-524
10000,2,35,1.534,640,1,-512
10000,2,36,0.984,860,1,-770
10000,2,37,1.234,420,1,4
10000,2,38,1.018,200,1,-12
10000,2,39,1.001,860,1,-783
10000,2,40,1.934,420,1,-27
10000,2,41,1.001,860,1,-804
10000,2,42,0.984,200,1,12
10000,2,43,1.018,860,1,-721
10000,2,44,1.018,860,1,-754
10000,2,45,0.984,860,1,-772
10000,2,46,1.468,640,1,-540
10000,2,47,1.118,640,1,-510
10000,2,48,1.568,200,1,-16
10000,2,48,1.984,200,2,-10
10000,2,48,2.501,200,3,-1
10000,2,49,1.501,200,1,3
10000,2,50,1.551,200,1,-16
10000,2,51,1.001,860,1,-768
10000,2,52,0.968,860,1,-779
10000,2,53,1.384,640,1,-478
10000,2,54,0.868,640,1,-569
10000,2,55,1.401,200,1,-1
10000,2,56,0.934,860,1,-800
10000,2,57,1.451,200,1,7
10000,2,58,2.001,200,1,3
10000,2,59,1.101,200,1,15
10000,2,60,1.218,860,1,-724
