Condition,Spread,Block,Trial,Delta,RT,Initial_x,Placed_x,Target_side,Speed,Success
2,10000,1,1,530,33.421,-178,-2.358789e+02,1,5,0
2,10000,1,2,530,12.229,-12,-1.394141e+01,1,5,1
2,10000,1,3,530,8.008,105,1.193750e+01,1,5,1
2,10000,1,4,860,10.311,-116,-5.362734e+02,-1,5,1
2,10000,1,5,200,3.685,40,3.746094e+00,1,5,1
2,10000,1,6,365,4.670,60,6.148438e+00,1,5,1
2,10000,1,7,695,4.138,344,4.332305e+02,1,5,1
2,10000,1,8,200,3.387,-75,1.050781e+00,1,5,1
2,10000,1,9,530,7.375,-36,2.419531e+01,1,5,1
2,10000,1,10,365,3.320,-155,-8.390625e+00,1,5,1
2,10000,1,11,695,5.372,344,-3.496719e+02,-1,5,1
2,10000,1,12,200,2.569,-80,8.117188e+00,-1,5,1
2,10000,1,13,860,3.222,252,6.195859e+02,-1,5,0
2,10000,1,14,365,3.904,163,-4.648438e+00,1,5,1
2,10000,1,15,530,4.705,-32,-4.726562e+00,1,5,1
2,10000,1,16,860,5.022,14,-5.493672e+02,1,5,0
2,10000,1,17,860,3.804,-88,-6.009844e+02,-1,5,1
2,10000,1,18,365,4.288,127,7.121094e+00,-1,5,1
2,10000,1,19,365,2.586,159,-1.653516e+01,-1,5,1
2,10000,1,20,365,2.453,-173,3.851562e+00,-1,5,1
2,10000,1,21,695,6.657,18,2.780078e+02,1,5,1
2,10000,1,22,365,2.936,180,-1.126172e+01,1,5,1
2,10000,1,23,530,5.239,-8,-2.132812e+00,1,5,1
2,10000,1,24,530,3.087,7,-4.242188e+00,1,5,1
2,10000,1,25,365,2.986,-32,-6.785156e+00,1,5,1
2,10000,1,26,200,2.352,71,-7.257812e+00,1,5,1
2,10000,1,27,695,7.875,35,-3.730625e+02,-1,5,1
2,10000,1,28,695,4.171,-73,3.545195e+02,1,5,1
2,10000,1,29,365,2.736,134,-8.605469e+00,1,5,1
2,10000,1,30,860,3.187,-385,-5.852344e+02,-1,5,1
2,10000,1,31,530,3.203,-25,-1.465625e+01,-1,5,1
2,10000,1,32,695,8.876,-22,4.464219e+02,-1,5,0
2,10000,1,33,365,2.435,-15,-2.335938e+00,1,5,1
2,10000,1,34,200,2.369,-29,-1.092188e+01,1,5,1
2,10000,1,35,365,2.352,133,-4.316406e+00,1,5,1
2,10000,1,36,530,4.038,-16,-2.051172e+01,1,5,0
2,10000,1,37,860,4.204,209,-5.872109e+02,1,5,0
2,10000,1,38,200,2.352,-80,-6.238281e+00,1,5,1
2,10000,1,39,695,4.405,-223,4.640781e+02,-1,5,0
2,10000,1,40,200,2.002,-73,-1.437109e+01,1,5,1
2,10000,1,41,695,3.120,208,-4.650352e+02,1,5,0
2,10000,1,42,695,3.253,-135,-4.225234e+02,1,5,0
2,10000,1,43,365,2.385,18,-2.554688e+01,-1,5,1
2,10000,1,44,695,3.320,-39,-4.993398e+02,1,5,0
2,10000,1,45,530,3.303,201,-3.073828e+01,-1,5,1
2,10000,1,46,530,6.240,-211,-6.812500e+00,-1,5,1
2,10000,1,47,200,2.352,43,2.578125e-01,-1,5,1
2,10000,1,48,530,3.086,33,-1.116016e+01,-1,5,1
2,10000,1,49,530,3.020,-167,-8.433594e+00,-1,5,1
2,10000,1,50,200,1.968,-32,-6.183594e+00,-1,5,1
2,10000,1,51,860,2.185,79,-6.259648e+02,-1,5,1
2,10000,1,52,695,4.421,-58,4.327500e+02,1,5,1
2,10000,1,53,860,2.402,-294,-6.360742e+02,-1,5,1
2,10000,1,54,530,3.537,-43,-8.343750e+00,1,5,1
2,10000,1,55,860,2.803,358,5.943633e+02,1,5,1
2,10000,1,56,860,2.202,-240,-6.068906e+02,1,5,0
2,10000,1,57,695,3.654,-110,-5.472852e+02,1,5,0
2,10000,1,58,695,3.604,264,-4.230312e+02,1,5,0
2,10000,1,59,365,1.968,-18,-1.403516e+01,1,5,1
2,10000,1,60,860,2.586,302,-6.565898e+02,-1,5,1
2,10000,1,61,200,1.885,75,-1.062500e+00,-1,5,1
2,10000,1,62,365,1.735,-33,1.265625e+00,-1,5,1
2,10000,1,63,860,2.202,-396,4.871836e+02,1,5,1
2,10000,1,64,200,2.352,-6,-2.173047e+01,1,5,1
2,10000,1,65,695,1.468,-284,-3.781602e+02,-1,5,1
2,10000,1,66,200,1.635,95,-1.084375e+01,-1,5,1
2,10000,1,67,200,1.735,22,1.328125e-01,1,5,1
2,10000,1,68,860,2.102,-79,6.081992e+02,1,5,1
2,10000,1,69,200,1.701,-96,-7.503906e+00,-1,5,1
2,10000,1,70,530,3.653,48,-2.539453e+01,-1,5,1
2,10000,1,71,860,2.068,9,-5.841055e+02,1,5,0
2,10000,1,72,860,2.386,247,4.956719e+02,1,5,1
2,10000,1,73,365,1.851,180,5.855469e+00,-1,5,1
2,10000,1,74,200,1.851,-94,4.773438e+00,-1,5,1
2,10000,1,75,695,3.504,218,-4.797305e+02,-1,5,1
2,1,2,1,530,6.805,49,2.399219e+01,-1,7,1
2,1,2,2,200,3.804,-40,2.941406e+00,-1,8,1
2,1,2,3,365,2.669,-105,-1.054688e-01,1,3,0
2,1,2,4,200,3.203,-64,6.242188e+00,-1,7,1
2,1,2,5,860,3.487,-321,-6.766680e+02,-1,7,1
2,1,2,6,200,2.252,-26,5.679688e+00,1,7,1
2,1,2,7,695,3.018,282,4.251719e+02,-1,8,0
2,1,2,8,860,3.153,228,4.621797e+02,1,4,1
2,1,2,9,200,3.003,11,5.929688e+00,-1,7,1
2,1,2,10,860,2.686,-125,-6.333633e+02,1,4,0
2,1,2,11,860,2.669,251,-5.967188e+02,1,9,0
2,1,2,12,860,3.036,-190,-708,-1,3,1
2,1,2,13,695,3.020,-233,4.294336e+02,1,7,1
2,1,2,14,200,2.653,3,-7.363281e+00,-1,1,0
2,1,2,15,365,3.270,-97,3.045703e+01,1,2,0
2,1,2,16,200,3.003,-59,-2.253906e+00,-1,1,0
2,1,2,17,530,3.787,-207,-3.252461e+02,-1,1,0
