Condition,Spread,Block,Trial,Delta,RT,Initial_x,Placed_x,Target_side,Speed,Success
2,10000,1,1,860,32.766,221,-1.043398e+02,1,5,0
2,10000,1,2,860,61.085,-234,-3.673047e+01,1,5,0
2,10000,1,3,860,3.854,-337,1.371758e+02,1,5,0
2,10000,1,4,695,4.888,326,3.652109e+02,1,5,1
2,10000,1,5,200,13.665,-55,7.265625e+00,-1,5,1
2,10000,1,6,530,4.872,-66,3.408594e+01,-1,5,0
2,10000,1,7,200,5.639,-95,3.867188e-01,-1,5,1
2,10000,1,8,530,6.355,-216,3.967969e+01,-1,5,0
2,10000,1,9,695,4.204,30,-1.001836e+02,1,5,0
2,10000,1,10,200,3.237,82,2.096484e+01,1,5,1
2,10000,1,11,530,7.942,-97,1.593320e+02,-1,5,0
2,10000,1,12,695,5.239,274,-2.960547e+01,-1,5,0
2,10000,1,13,365,3.303,-111,-3.060938e+01,1,5,1
2,10000,1,14,365,4.104,16,2.362891e+01,1,5,1
2,10000,1,15,200,3.303,4,5.875000e+00,-1,5,1
2,10000,1,16,365,5.606,20,-2.003906e+00,1,5,1
2,10000,1,17,860,8.876,-327,-1.539453e+01,1,5,0
2,10000,1,18,695,4.955,-260,-2.560703e+02,-1,5,1
2,10000,1,19,200,3.237,47,-3.281250e+00,-1,5,1
2,10000,1,20,695,3.487,113,2.455312e+02,1,5,1
2,10000,1,21,365,3.887,87,3.279297e+01,1,5,1
2,10000,1,22,365,4.922,-107,-1.847656e+01,-1,5,1
2,10000,1,23,695,3.554,-226,-2.730078e+01,1,5,0
2,10000,1,24,200,2.753,-28,-1.519531e+00,1,5,1
2,10000,1,25,695,3.620,54,1.552305e+02,-1,5,0
2,10000,1,26,365,2.486,-24,-8.335938e+00,1,5,1
2,10000,1,27,860,4.555,-139,-2.125664e+02,1,5,0
2,10000,1,28,860,4.471,262,-1.713867e+02,1,5,0
2,10000,1,29,530,2.385,-217,-2.022031e+02,-1,5,1
2,10000,1,30,530,14.750,225,6.798438e+01,-1,5,0
2,10000,1,31,530,2.752,126,-9.804688e-01,1,5,1
2,10000,1,32,695,4.672,-46,8.641797e+01,1,5,0
2,10000,1,33,860,3.153,389,1.968516e+02,-1,5,0
2,10000,1,34,860,5.272,230,6.039453e+01,1,5,0
2,10000,1,35,860,3.403,56,2.620430e+02,-1,5,0
2,10000,1,36,200,2.052,54,1.171875e+01,1,5,1
2,10000,1,37,200,2.402,97,1.877734e+01,1,5,1
2,10000,1,38,530,3.520,-192,-3.220703e+01,-1,5,1
2,10000,1,39,530,4.104,81,-3.987891e+01,-1,5,1
2,10000,1,40,860,3.971,-396,-1.811719e+02,-1,5,0
2,10000,1,41,365,2.269,138,7.601562e+00,1,5,1
2,10000,1,42,695,5.322,-341,1.734492e+02,1,5,1
2,10000,1,43,200,2.352,68,1.753906e+00,1,5,1
2,10000,1,44,365,2.753,138,3.535156e+01,-1,5,1
2,10000,1,45,695,4.889,24,-1.645586e+02,-1,5,1
2,10000,1,46,200,2.302,-55,-1.158594e+01,-1,5,1
2,10000,1,47,860,4.138,-88,-2.420625e+02,1,5,0
2,10000,1,48,860,3.954,419,2.949883e+02,-1,5,0
2,10000,1,49,365,2.135,176,2.569141e+01,-1,5,1
2,10000,1,50,530,3.303,139,-1.047461e+02,1,5,0
2,10000,1,51,530,2.002,-71,4.028906e+01,-1,5,0
2,10000,1,52,200,1.969,32,1.238281e+01,1,5,1
2,10000,1,53,695,3.103,274,3.120625e+02,1,5,1
2,10000,1,54,530,2.970,81,1.084844e+02,1,5,1
2,10000,1,55,695,4.088,239,1.498711e+02,1,5,0
2,10000,1,56,365,3.086,-38,6.908594e+01,1,5,1
2,10000,1,57,860,6.273,-257,1.989023e+02,1,5,0
2,10000,1,58,530,3.821,-14,6.408594e+01,1,5,1
2,10000,1,59,365,3.303,144,3.431641e+01,1,5,1
2,10000,1,60,200,2.485,-24,-1.921875e+00,-1,5,1
2,10000,1,61,365,3.253,104,-7.222656e+00,-1,5,1
2,10000,1,62,365,2.953,-72,-1.348438e+01,1,5,1
2,10000,1,63,860,3.337,417,1.782109e+02,1,5,0
2,10000,1,64,530,2.552,-96,1.380430e+02,-1,5,0
2,10000,1,65,200,2.085,-7,7.468750e+00,-1,5,1
2,10000,1,66,530,2.803,-143,-1.675430e+02,1,5,0
2,10000,1,67,365,2.102,69,3.404297e+01,-1,5,1
2,10000,1,68,695,3.020,-121,-1.417539e+02,-1,5,0
2,10000,1,69,200,1.952,-80,4.292969e+00,-1,5,1
2,10000,1,70,530,2.820,-46,-1.795469e+02,1,5,0
2,10000,1,71,695,5.639,76,1.414062e+02,1,5,0
2,10000,1,72,695,2.452,-309,2.394805e+02,-1,5,0
2,10000,1,73,365,2.202,-25,-1.631641e+01,1,5,1
2,10000,1,74,200,2.002,-38,1.583984e+01,1,5,1
2,10000,1,75,860,2.619,-59,4.239961e+02,1,5,1
2,1,2,1,695,4.070,-196,-1.241211e+02,1,8,1
2,1,2,2,860,2.168,-18,-6.796875e+00,1,8,0
2,1,2,3,695,2.118,-206,-6.668359e+01,-1,3,0
2,1,2,4,860,2.753,311,3.271055e+02,-1,5,0
2,1,2,5,200,1.768,14,-5.914062e+00,-1,3,1
2,1,2,6,365,1.785,50,-3.175000e+01,-1,5,1
2,1,2,7,860,2.369,287,3.473750e+02,1,8,1
2,1,2,8,530,2.485,60,4.892188e+01,-1,4,0
2,1,2,9,200,2.553,-62,1.652344e+00,1,2,1
2,1,2,10,695,2.168,299,-3.084883e+02,1,4,0
2,1,2,11,530,2.152,78,4.328906e+01,1,8,1
2,1,2,12,200,2.018,-72,-3.320312e+00,-1,7,1
2,1,2,13,530,2.552,65,-1.776758e+02,1,8,1
2,1,2,14,530,2.035,10,2.013672e+01,-1,7,1
2,1,2,15,200,2.235,-71,-5.015625e+00,1,1,0
2,1,2,16,365,1.818,-159,-3.298438e+01,1,2,0
2,1,2,17,860,2.753,-429,-4.260664e+02,1,9,0
2,1,2,18,695,2.069,-198,7.167969e+01,-1,2,0
2,1,2,19,365,2.035,-95,-7.565625e+01,1,9,1
2,1,2,20,365,2.118,106,4.914844e+01,-1,8,1
2,1,2,21,860,2.503,-220,-5.199570e+02,1,2,0
2,1,2,22,530,1.852,100,9.817578e+01,-1,5,0
2,1,2,23,860,2.870,166,4.240742e+02,1,3,0
2,1,2,24,200,1.952,-12,-5.578125e+00,-1,9,1
2,1,2,25,530,2.820,-130,2.588438e+02,1,3,1
2,1,2,26,695,2.452,91,-2.532266e+02,1,7,0
2,1,2,27,200,1.735,56,1.710938e+01,1,4,1
2,1,2,28,530,2.235,109,2.757500e+02,-1,5,0
2,1,2,29,860,2.853,-144,3.940391e+02,-1,6,0
2,1,2,30,530,1.601,212,-3.913281e+01,-1,4,0
2,1,2,31,860,2.236,94,-2.597930e+02,1,5,0
2,1,2,32,695,2.519,-18,-3.548828e+02,1,2,0
2,1,2,33,860,1.835,17,4.422148e+02,1,4,1
2,1,2,34,365,2.102,14,-7.464844e+00,1,8,1
2,1,2,35,530,2.903,225,9.113281e+00,1,2,0
2,1,2,36,200,1.785,-82,-9.136719e+00,1,6,1
2,1,2,37,365,1.968,107,5.133984e+01,-1,5,1
2,1,2,38,860,2.402,237,4.988906e+02,1,2,0
2,1,2,39,200,1.901,12,1.099609e+01,-1,7,1
2,1,2,40,695,2.202,-34,4.178945e+02,-1,8,0
2,1,2,41,200,2.085,6,-6.171875e-01,-1,4,1
2,1,2,42,860,2.686,-182,4.994180e+02,1,7,1
2,1,2,43,695,2.419,2,4.535547e+02,1,6,1
2,1,2,44,530,2.469,5,-2.533633e+02,-1,3,1
2,1,2,45,530,2.469,155,3.580469e+02,-1,4,0
2,1,2,46,365,1.668,163,9.738281e+01,1,3,1
2,1,2,47,200,2.252,33,4.441406e+00,1,5,1
2,1,2,48,365,2.018,98,39,1,6,1
2,1,2,49,365,1.835,-67,1.891797e+01,-1,7,1
2,1,2,50,365,1.885,-106,-6.636719e+00,-1,1,0
2,1,2,51,365,1.635,50,1.741992e+02,1,8,1
2,1,2,52,860,2.169,312,2.718906e+02,1,7,1
2,1,2,53,200,2.035,-6,-3.484375e+00,1,4,1
2,1,2,54,200,1.718,93,-5.078125e+00,-1,7,1
2,1,2,55,860,2.085,-382,5.894336e+02,1,2,0
2,1,2,56,365,2.369,177,2.655078e+01,1,3,1
2,1,2,57,530,3.087,170,2.033945e+02,-1,5,0
2,1,2,58,530,2.018,78,1.636875e+02,1,4,1
2,1,2,59,695,1.968,-22,-4.178438e+02,-1,6,1
2,1,2,60,695,2.619,339,4.273594e+02,1,3,1
2,1,2,61,200,2.235,77,-9.347656e+00,1,6,1
2,1,2,62,695,1.868,60,-4.563359e+02,1,5,0
2,1,2,63,200,2.152,-55,1.257812e+00,1,4,1
2,1,2,64,365,1.801,-7,9.019531e+00,-1,8,1
2,1,2,65,860,2.953,-157,5.697188e+02,-1,5,0
2,1,2,66,860,2.603,227,-4.881602e+02,1,2,0
2,1,2,67,530,1.785,-25,1.859648e+02,-1,6,0
2,1,2,68,200,2.486,68,8.566406e+00,1,1,0
2,1,2,69,365,2.102,-110,1.318359e+02,1,4,1
2,1,2,70,530,2.236,82,2.348008e+02,-1,2,0
2,1,2,71,695,1.901,344,-4.708320e+02,-1,4,1
2,1,2,72,695,2.035,301,3.843203e+02,-1,7,0
2,1,2,73,365,1.668,-27,9.765625e+00,-1,7,1
2,1,2,74,695,2.085,304,3.479219e+02,1,6,1
2,1,2,75,695,1.968,-30,2.902969e+02,-1,7,0
