Condition,Spread,Block,Trial,Delta,RT,Initial_x,Placed_x,Target_side,Speed,Success
2,1,1,1,860,6.562,-325,-1.477930e+02,-1,6,0
2,1,1,2,860,4.254,-294,3.461562e+02,1,5,1
2,1,1,3,365,3.487,-36,-3.406250e+01,1,3,0
2,1,1,4,530,3.971,-214,-2.938789e+02,1,5,0
2,1,1,5,695,3.268,-233,4.583984e+02,-1,2,0
2,1,1,6,200,2.484,51,-9.722656e+00,1,6,1
2,1,1,7,530,2.803,219,1.948789e+02,1,2,0
2,1,1,8,860,2.269,-292,-6.192539e+02,-1,7,1
2,1,1,9,530,2.936,149,2.885078e+02,1,7,1
2,1,1,10,365,1.801,0,-4.307812e+01,1,4,1
2,1,1,11,695,2.753,79,-4.696562e+02,-1,7,1
2,1,1,12,860,3.103,106,-5.472344e+02,1,3,0
2,1,1,13,365,1.935,179,1.403555e+02,1,5,1
2,1,1,14,365,1.784,-157,-152,-1,9,1
2,1,1,15,695,2.686,-214,-4.395586e+02,-1,2,0
2,1,1,16,695,1.751,-51,3.770391e+02,-1,9,0
2,1,1,17,695,1.985,173,4.194375e+02,1,5,1
2,1,1,18,200,2.035,27,-8.730469e+00,-1,1,0
2,1,1,19,695,1.768,29,-4.339570e+02,-1,8,1
2,1,1,20,860,1.735,-400,6.071328e+02,1,3,1
2,1,1,21,695,2.102,298,4.925898e+02,1,3,1
2,1,1,22,530,1.818,-249,-3.618047e+02,-1,3,1
2,1,1,23,365,4.254,-154,-1.996953e+02,1,3,0
2,1,1,24,200,1.968,-66,6.954688e+01,-1,8,1
2,1,1,25,200,2.085,100,-1.575391e+01,-1,2,1
2,1,1,26,695,1.718,-62,4.983047e+02,-1,3,0
2,1,1,27,365,1.635,-165,2.128047e+02,1,6,1
2,1,1,28,860,2.168,242,2.077852e+02,-1,6,0
2,1,1,29,200,1.534,7,-8.006250e+01,-1,7,1
2,1,1,30,695,1.635,-32,5.216211e+02,-1,2,0
2,1,1,31,200,2.352,-6,5.179297e+01,-1,6,1
2,1,1,32,860,3.621,-35,6.794141e+01,1,4,0
2,1,1,33,860,1.601,-126,5.766406e+02,1,3,1
2,1,1,34,530,2.102,193,-3.573203e+02,1,1,0
2,1,1,35,695,2.736,-21,-4.342617e+02,1,3,0
2,1,1,36,365,2.803,89,-6.276172e+01,1,9,1
2,1,1,37,530,2.336,-212,-2.874922e+02,1,8,1
2,1,1,38,200,1.668,-64,6.667969e+00,-1,6,1
2,1,1,39,530,2.803,-195,-9.860938e+01,1,6,1
2,1,1,40,200,1.935,37,2.370703e+01,-1,3,1
2,1,1,41,200,1.751,23,-3.471094e+01,1,7,1
2,1,1,42,695,4.371,-82,1.079453e+02,1,3,0
2,1,1,43,200,1.601,29,-5.903906e+01,1,7,1
2,1,1,44,860,1.768,-282,-5.124453e+02,-1,3,0
2,1,1,45,860,2.836,-331,-5.143164e+02,-1,1,0
2,1,1,46,530,1.952,16,4.068047e+02,-1,7,0
2,1,1,47,860,1.718,-3,6.967852e+02,-1,9,0
2,1,1,48,860,1.851,54,6.049297e+02,-1,9,0
2,1,1,49,530,1.818,-84,-2.811055e+02,-1,4,1
2,1,1,50,365,2.085,-39,2.653594e+02,-1,7,1
2,1,1,51,200,2.035,-62,1.556445e+02,1,8,1
2,1,1,52,365,3.186,73,7.108594e+01,1,9,1
2,1,1,53,860,3.437,-326,1.526562e+02,1,7,1
2,1,1,54,530,1.518,158,7.848438e+01,-1,6,1
2,1,1,55,365,1.651,136,-2.099609e+02,-1,7,1
2,1,1,56,365,2.035,171,-1.685898e+02,-1,1,0
2,1,1,57,200,1.985,11,8.988672e+01,1,5,1
2,1,1,58,200,2.052,-16,-8.113281e+00,1,2,1
2,1,1,59,695,2.185,188,1.474609e+02,1,8,1
2,1,1,60,530,2.769,86,-6.543750e+01,1,9,1
2,1,1,61,695,2.218,-321,-3.797695e+02,1,5,0
2,1,1,62,695,2.018,153,-3.902656e+02,-1,1,0
2,1,1,63,365,1.885,131,2.115195e+02,1,2,1
2,1,1,64,530,1.484,209,-316,1,6,0
2,1,1,65,200,2.002,-87,-2.766016e+01,1,6,1
2,1,1,66,530,1.901,-38,-3.372227e+02,-1,8,1
2,1,1,67,365,1.584,134,-1.995039e+02,1,3,0
2,1,1,68,860,2.069,-161,4.770508e+02,-1,6,0
2,1,1,69,530,1.585,-175,-3.769727e+02,-1,2,1
2,1,1,70,860,1.785,165,7.218477e+02,1,4,1
2,1,1,71,365,1.518,-42,2.528242e+02,1,6,1
2,1,1,72,365,1.818,-171,2.591367e+02,-1,1,0
2,1,1,73,695,1.568,218,-5.617617e+02,-1,3,1
2,1,1,74,530,2.436,249,-4.392891e+02,-1,6,1
2,1,1,75,200,1.568,77,1.064688e+02,-1,6,1
2,10000,2,1,365,6.370,133,-2.759766e+01,-1,5,1
2,10000,2,2,860,4.188,-256,-4.420586e+02,1,5,0
2,10000,2,3,200,2.052,-27,-1.475781e+01,-1,5,1
2,10000,2,4,860,3.287,-264,4.201719e+02,-1,5,0
2,10000,2,5,695,3.737,21,2.595742e+02,-1,5,0
2,10000,2,6,860,5.506,218,5.993555e+02,-1,5,0
2,10000,2,7,530,1.518,46,1.519023e+02,-1,5,0
2,10000,2,8,860,1.785,99,5.827188e+02,1,5,1
2,10000,2,9,695,1.568,-178,2.910625e+02,-1,5,0
2,10000,2,10,695,1.484,274,-3.848789e+02,-1,5,1
2,10000,2,11,695,2.135,-182,-4.366328e+02,1,5,0
2,10000,2,12,530,1.918,169,4.389453e+01,-1,5,0
2,10000,2,13,860,2.068,-251,6.318633e+02,-1,5,0
2,10000,2,14,200,1.501,68,1.581250e+01,-1,5,1
2,10000,2,15,860,2.586,-63,-5.160781e+02,-1,5,1
2,10000,2,16,695,1.851,157,3.929219e+02,-1,5,0
2,10000,2,17,200,1.785,33,2.066406e+00,1,5,1
2,10000,2,18,365,2.085,-48,-9,1,5,1
2,10000,2,19,530,2.186,213,-1.497578e+02,-1,5,1
2,10000,2,20,695,3.370,-205,-3.316680e+02,1,5,0
2,10000,2,21,200,1.618,76,3.601562e+00,1,5,1
2,10000,2,22,365,2.336,74,2.393750e+01,1,5,1
2,10000,2,23,530,2.886,201,-2.925156e+02,1,5,0
2,10000,2,24,530,1.351,-81,-2.440898e+02,1,5,0
2,10000,2,25,200,1.501,71,4.414062e-01,-1,5,1
2,10000,2,26,200,1.468,-66,-2.292188e+01,-1,5,1
2,10000,2,27,200,2.235,47,1.042969e+00,-1,5,1
2,10000,2,28,695,2.002,131,4.983516e+02,1,5,1
2,10000,2,29,365,2.603,-61,1.082539e+02,1,5,1
2,10000,2,30,860,2.018,233,-5.997500e+02,1,5,0
2,10000,2,31,365,1.685,-2,-1.273438e+02,1,5,1
2,10000,2,32,860,2.435,-4,-5.619766e+02,1,5,0
