Spread,Delta,Y_or_N,Confidence
10000,366.667,0,264
10000,700.000,0,753
10000,533.333,0,568
10000,200.000,1,423
10000,700.000,0,683
10000,366.667,0,415
10000,200.000,1,483
10000,533.333,0,400
1,366.667,0,274
1,700.000,0,675
1,533.333,0,279
1,200.000,1,485
1,700.000,0,502
1,366.667,0,65
1,200.000,1,735
1,533.333,0,574
