Spread,Delta,Y_or_N,Confidence
10000,366.667,1,543
10000,700.000,0,796
10000,533.333,0,797
10000,200.000,1,794
10000,700.000,0,798
10000,366.667,1,794
10000,200.000,1,795
10000,533.333,0,797
1,366.667,0,17
1,700.000,0,32
1,533.333,0,10
1,200.000,0,14
1,700.000,0,13
1,366.667,0,0
1,200.000,0,14
1,533.333,0,12
