Spread,Delta,Y_or_N,Confidence
1,420.000,1,8.356992e+02
1,860.000,0,480
1,640.000,0,3.313945e+02
1,200.000,1,9.409688e+02
1,860.000,0,8.883594e+02
1,420.000,1,6.756367e+02
1,200.000,1,7.736836e+02
1,640.000,1,5.626445e+02
10000,420.000,1,9.595898e+02
10000,860.000,0,9.536836e+02
10000,640.000,0,9.496680e+02
10000,200.000,1,9.598516e+02
10000,860.000,0,9.505938e+02
10000,420.000,1,9.583711e+02
10000,200.000,1,960
10000,640.000,0,960
