Spread,Delta,Y_or_N,Confidence
1,366.667,0,4
1,700.000,0,14
1,533.333,1,1
1,200.000,0,5
1,700.000,0,9
1,366.667,1,13
1,200.000,0,34
1,533.333,0,34
10000,366.667,0,400
10000,700.000,0,769
10000,533.333,0,800
10000,200.000,1,773
10000,700.000,0,800
10000,366.667,0,800
10000,200.000,1,800
10000,533.333,0,800
