Spread,Delta,Y_or_N,Confidence
10000,420.000,1,8.482773e+02
10000,860.000,0,5.070703e+01
10000,640.000,0,3.292812e+02
10000,200.000,1,960
10000,860.000,0,9.100781e+02
10000,420.000,1,8.817500e+02
10000,200.000,1,960
10000,640.000,0,3.203867e+02
1,420.000,1,5.852461e+02
1,860.000,0,6.156016e+02
1,640.000,0,2.666562e+02
1,200.000,1,6.161836e+02
1,860.000,0,4.043672e+02
1,420.000,1,5.958750e+02
1,200.000,1,6.156406e+02
1,640.000,1,3.235742e+02
