Spread,Delta,Y_or_N,Confidence
10000,366.667,1,712
10000,700.000,0,775
10000,533.333,0,289
10000,200.000,1,799
10000,700.000,0,784
10000,366.667,1,691
10000,200.000,1,800
10000,533.333,0,705
1,366.667,1,305
1,700.000,0,270
1,533.333,1,325
1,200.000,1,549
1,700.000,0,510
1,366.667,1,401
1,200.000,1,589
1,533.333,0,107
