Spread,Delta,Y_or_N,Confidence
10000,420.000,1,6.468945e+02
10000,860.000,0,9.577812e+02
10000,640.000,0,9.527539e+02
10000,200.000,1,9.568711e+02
10000,860.000,0,9.562812e+02
10000,420.000,1,7.513438e+02
10000,200.000,1,9.538555e+02
10000,640.000,0,9.524336e+02
1,420.000,0,5.185664e+02
1,860.000,0,960
1,640.000,0,6.477734e+02
1,200.000,1,7.587656e+02
1,860.000,0,960
1,420.000,0,7.958789e+02
1,200.000,1,9.059414e+02
1,640.000,0,9.307422e+02
