Spread,Delta,Y_or_N,Confidence
10000,420.000,1,4.871055e+02
10000,860.000,0,4.695430e+02
10000,640.000,1,480
10000,200.000,1,960
10000,860.000,0,960
10000,420.000,1,960
10000,200.000,1,960
10000,640.000,0,9.540391e+02
1,420.000,1,480
1,860.000,0,960
1,640.000,0,480
1,200.000,1,5.936172e+02
1,860.000,0,960
1,420.000,1,3.732031e+01
1,200.000,1,5.831797e+02
1,640.000,0,5.925273e+02
