Spread,Delta,Y_or_N,Confidence
10000,366.667,1,362
10000,700.000,0,793
10000,533.333,0,786
10000,200.000,1,795
10000,700.000,0,769
10000,366.667,1,354
10000,200.000,1,800
10000,533.333,0,783
1,366.667,1,469
1,700.000,0,541
1,533.333,0,545
1,200.000,1,649
1,700.000,0,800
1,366.667,1,788
1,200.000,1,766
1,533.333,0,380
