Spread,Delta,Y_or_N,Confidence
1,420.000,0,960
1,860.000,0,0
1,640.000,0,7.960117e+02
1,200.000,1,960
1,860.000,0,960
1,420.000,1,960
1,200.000,1,960
1,640.000,0,8.334922e+02
10000,420.000,1,960
10000,860.000,0,960
10000,640.000,0,9.596172e+02
10000,200.000,1,960
10000,860.000,0,960
10000,420.000,1,8.981680e+02
10000,200.000,1,960
10000,640.000,0,960
