Spread,Delta,Y_or_N,Confidence
10000,420.000,1,960
10000,860.000,0,9.589336e+02
10000,640.000,0,8.889141e+02
10000,200.000,1,960
10000,860.000,0,9.581953e+02
10000,420.000,1,7.856172e+02
10000,200.000,1,9.579023e+02
10000,640.000,0,9.572070e+02
1,420.000,1,6.076719e+02
1,860.000,0,7.307539e+02
1,640.000,0,2.374727e+02
1,200.000,1,8.612695e+02
1,860.000,0,2.262305e+02
1,420.000,1,4.847070e+02
1,200.000,1,9.526875e+02
1,640.000,0,7.221406e+02
