Spread,Delta,Y_or_N,Confidence
10000,366.667,1,551
10000,700.000,0,642
10000,533.333,1,296
10000,200.000,1,765
10000,700.000,0,728
10000,366.667,1,669
10000,200.000,1,737
10000,533.333,0,615
1,366.667,0,253
1,700.000,0,244
1,533.333,1,206
1,200.000,1,617
1,700.000,0,275
1,366.667,1,288
1,200.000,1,581
1,533.333,0,255
