Spread,Delta,Y_or_N,Confidence
1,420.000,1,848
1,860.000,0,431
1,640.000,1,239
1,200.000,1,858
1,860.000,0,834
1,420.000,1,368
1,200.000,1,911
1,640.000,0,345
10,420.000,1,707
10,860.000,0,758
10,640.000,0,348
10,200.000,1,480
10,860.000,0,663
10,420.000,1,618
10,200.000,1,937
10,640.000,0,605
1000,420.000,1,480
1000,860.000,0,784
1000,640.000,1,646
1000,200.000,1,918
1000,860.000,0,771
1000,420.000,1,765
1000,200.000,1,954
1000,640.000,0,805
