Spread,Block,Trial,Time_elapsed,Delta,click_num,Placed_x
1,1,1,2.419,420,1,174
1,1,1,4.185,420,2,-16
1,1,1,20.585,420,3,206
1,1,2,1.833,640,1,-153
1,1,2,2.383,640,2,-283
1,1,3,1.117,860,1,540
1,1,4,0.883,420,1,-285
1,1,5,1.048,420,1,-221
1,1,6,2.049,640,1,471
1,1,7,3.034,200,1,20
1,1,8,13.700,860,1,567
1,1,9,1.367,860,1,521
1,1,10,1.250,420,1,-105
1,1,10,1.717,420,2,-192
1,1,11,1.667,860,1,595
1,1,12,3.550,860,1,597
1,1,13,1.584,640,1,-563
1,1,14,1.283,860,1,816
1,1,15,1.300,200,1,29
1,1,16,1.300,200,1,-2
1,1,17,4.150,860,1,724
1,1,18,1.200,640,1,-387
1,1,19,2.100,640,1,559
1,1,20,2.434,420,1,208
1,1,21,1.117,640,1,565
1,1,22,4.267,200,1,25
1,1,23,6.534,420,1,52
1,1,23,6.984,420,2,113
1,1,24,0.984,420,1,-228
1,1,25,1.750,200,1,35
1,1,26,0.851,640,1,370
1,1,27,1.034,860,1,780
1,1,28,0.967,640,1,16
1,1,29,0.784,420,1,17
1,1,30,4.250,860,1,-753
1,1,31,3.084,200,1,93
1,1,32,1.300,860,1,705
1,1,33,2.650,640,1,619
1,1,33,3.150,640,2,525
1,1,34,0.867,640,1,483
1,1,35,1.051,860,1,-554
1,1,36,0.967,860,1,640
1,1,37,1.284,640,1,491
1,1,38,0.800,860,1,764
1,1,39,0.850,200,1,-74
1,1,39,1.117,200,2,11
1,1,40,0.884,640,1,637
1,1,40,1.317,640,2,502
1,1,41,1.100,200,1,-38
1,1,42,1.017,420,1,-267
1,1,42,1.483,420,2,-162
1,1,42,1.917,420,3,-140
1,1,43,0.767,420,1,250
1,1,44,0.817,640,1,375
1,1,45,0.850,200,1,11
1,1,46,0.883,420,1,234
1,1,47,1.067,640,1,427
1,1,48,0.850,200,1,12
1,1,49,1.234,420,1,321
1,1,50,1.901,200,1,-2
1,1,51,3.017,200,1,-11
1,1,52,1.134,200,1,11
1,1,53,1.033,420,1,249
1,1,54,1.217,200,1,53
1,1,55,1.217,420,1,181
1,1,56,1.000,200,1,-12
1,1,57,0.950,860,1,-462
1,1,58,3.484,640,1,343
1,1,59,15.550,420,1,-8
1,1,60,1.467,860,1,511
