Condition,Spread,Block,Trial,Delta,RT,Initial_x,Placed_x,Target_side,Speed,Success
2,1,1,1,420,5.351,17,-1.544141e+02,-1,2,0
2,1,1,2,640,7.341,262,-2.932227e+02,-1,4,1
2,1,1,3,860,2.935,237,4.132148e+02,-1,4,0
2,1,1,4,420,5.489,-47,-1.397266e+01,-1,2,0
2,1,1,5,420,4.186,206,-1.704258e+02,-1,9,1
2,1,1,6,640,3.686,71,-1.840625e+02,-1,5,1
2,1,1,7,200,3.153,3,-5.028906e+01,-1,6,1
2,1,1,8,860,3.086,224,-4.113008e+02,1,1,0
2,1,1,9,860,4.972,-381,-1.318086e+02,-1,2,0
2,1,1,10,420,3.854,22,-1.897617e+02,1,9,1
2,1,1,11,860,2.619,85,2.036719e+01,1,8,1
2,1,1,12,860,6.107,346,5.885938e+02,-1,6,0
2,1,1,13,640,2.902,151,-1.234844e+02,-1,1,0
2,1,1,14,860,3.036,311,-3.486875e+02,1,4,0
2,1,1,15,200,3.020,-83,-1.992188e+00,-1,6,1
2,1,1,16,200,3.120,-53,6.267969e+01,1,8,1
2,1,1,17,860,3.336,-46,-7.133281e+02,-1,3,1
2,1,1,18,640,3.603,-135,-4.799922e+02,-1,7,1
2,1,1,19,640,2.986,223,5.367500e+02,-1,3,0
2,1,1,20,420,2.535,-77,-2.667812e+02,-1,5,1
2,1,1,21,640,6.540,-154,-1.050039e+02,-1,8,1
2,1,1,22,200,2.552,27,1.242578e+01,1,6,1
2,1,1,23,420,2.669,172,1.412266e+02,-1,3,0
2,1,1,24,420,3.053,-20,-3.163242e+02,1,6,0
2,1,1,25,200,2.202,-53,-9.217578e+01,1,8,1
2,1,1,26,640,4.822,-196,4.712031e+02,-1,8,0
2,1,1,27,860,3.252,197,-4.087656e+02,1,2,0
2,1,1,28,640,3.003,-215,-4.902305e+02,-1,7,1
2,1,1,29,420,2.803,142,2.593047e+02,-1,7,1
2,1,1,30,860,3.688,203,-5.928477e+02,1,6,0
2,1,1,31,200,2.152,-74,-3.195703e+01,-1,2,1
2,1,1,32,860,2.619,294,5.483086e+02,1,2,0
2,1,1,33,640,2.819,-227,5.462266e+02,1,4,1
2,1,1,34,640,2.536,-212,-3.248711e+02,1,3,0
2,1,1,35,860,3.087,114,-4.834492e+02,1,5,0
2,1,1,36,860,3.937,234,-6.644062e+02,1,4,0
2,1,1,37,640,3.587,-143,-3.467578e+01,1,2,0
2,1,1,38,860,3.154,-226,-5.544180e+02,-1,6,1
2,1,1,39,200,2.102,-15,-1.006758e+02,-1,5,1
2,1,1,40,640,4.504,-236,3.295820e+02,1,2,0
