Spread,Block,Trial,Time_elapsed,Delta,click_num,Placed_x
1,1,1,2.047,420,1,-221
1,1,2,1.417,860,1,667
1,1,3,1.750,640,1,548
1,1,4,1.334,200,1,-24
1,1,5,0.934,860,1,762
1,1,6,1.117,420,1,14
1,1,7,0.884,200,1,3
1,1,8,1.050,640,1,339
1,1,9,1.367,860,1,-736
1,1,10,1.400,200,1,-10
1,1,11,1.650,200,1,-18
1,1,12,1.517,420,1,-233
1,1,13,1.300,640,1,516
1,1,14,1.317,420,1,-216
1,1,15,1.134,640,1,356
1,1,16,1.034,200,1,-18
1,1,17,1.634,420,1,34
1,1,18,1.083,640,1,-467
1,1,19,1.267,200,1,-23
1,1,20,1.100,420,1,39
1,1,21,1.250,860,1,-631
1,1,22,1.034,420,1,-27
1,1,23,0.900,640,1,-94
1,1,23,1.417,640,2,-488
1,1,24,1.200,420,1,20
1,1,25,0.884,200,1,-38
1,1,26,0.834,200,1,3
1,1,27,1.050,420,1,204
1,1,28,1.217,860,1,-722
1,1,29,0.817,420,1,29
1,1,30,1.050,420,1,170
1,1,31,1.067,640,1,-391
1,1,32,1.017,200,1,33
1,1,33,1.050,860,1,-594
1,1,34,1.217,420,1,153
1,1,35,0.984,860,1,-585
1,1,36,1.117,860,1,658
1,1,37,1.350,860,1,-730
1,1,38,1.233,640,1,455
1,1,39,0.833,200,1,37
1,1,40,1.317,860,1,696
1,1,41,0.967,860,1,-466
1,1,42,0.834,200,1,-14
1,1,43,0.734,420,1,116
1,1,44,0.850,640,1,-413
1,1,45,1.300,200,1,10
1,1,46,0.850,860,1,476
1,1,47,0.750,860,1,-756
1,1,48,1.350,640,1,524
1,1,49,1.184,420,1,7
1,1,50,0.817,200,1,-27
1,1,51,1.050,640,1,-365
1,1,52,1.317,200,1,-2
1,1,53,1.034,860,1,-595
1,1,54,1.317,640,1,574
1,1,55,1.467,640,1,-430
1,1,56,0.917,200,1,11
1,1,57,1.617,640,1,463
1,1,58,1.584,640,1,-403
1,1,59,1.151,420,1,150
1,1,60,0.884,860,1,-661
