Condition,Spread,Block,Trial,Delta,RT,Initial_x,Placed_x,Target_side,Speed,Success
2,1,1,1,640,4.911,-205,1.659375e+01,1,2,0
2,1,1,2,420,6.741,147,-3.375000e+00,1,7,1
2,1,1,3,860,5.739,-99,2.578125e+01,-1,2,0
2,1,1,4,860,5.122,-336,2.113281e+01,-1,7,0
2,1,1,5,860,5.005,55,-2.441797e+01,1,7,0
2,1,1,6,200,7.608,78,4.187500e+00,-1,6,1
2,1,1,7,860,6.090,180,-3.876172e+01,1,2,0
2,1,1,8,420,4.655,-48,-2.144531e+00,-1,4,1
2,1,1,9,420,4.605,143,1.235156e+01,1,4,1
2,1,1,10,860,4.087,-313,-2.819531e+01,-1,2,0
2,1,1,11,860,3.570,49,-1.851953e+01,-1,6,0
2,1,1,12,640,5.189,179,6.496094e+00,1,6,1
2,1,1,13,860,6.674,-256,-1.699219e+00,1,8,0
2,1,1,14,640,4.905,-239,-3.171875e+00,-1,3,0
2,1,1,15,860,4.087,115,2.687578e+02,-1,4,0
2,1,1,16,420,2.670,-110,2.123828e+01,1,2,0
2,1,1,17,200,3.854,-100,3.792969e+00,-1,7,1
2,1,1,18,200,4.304,5,9.591016e+01,1,6,1
2,1,1,19,640,2.252,300,-4.403242e+02,1,6,0
2,1,1,20,200,2.803,52,-2.056641e+01,-1,6,1
2,1,1,21,640,5.839,30,1.132812e+00,1,3,0
2,1,1,22,640,7.591,25,-4.106641e+01,-1,5,0
2,1,1,23,640,4.337,-208,1.360508e+02,1,4,0
2,1,1,24,640,3.837,-34,1.217070e+02,-1,7,0
2,1,1,25,420,6.206,165,9.057812e+01,1,4,1
2,1,1,26,420,2.469,23,-1.277617e+02,1,2,0
2,1,1,27,860,3.237,-30,-1.000781e+01,-1,2,0
2,1,1,28,420,2.553,-136,1.926953e+01,-1,6,1
2,1,1,29,640,2.819,293,-2.330938e+02,1,8,0
2,1,1,30,640,3.003,83,1.172461e+02,1,1,0
2,1,1,31,200,3.204,-88,-3.855469e+00,1,2,1
2,1,1,32,200,3.437,48,8,-1,8,1
2,1,1,33,860,4.888,-33,6.707109e+02,-1,7,0
