Condition,Spread,Block,Trial,Delta,RT,Initial_x,Placed_x,Target_side,Speed,Success
2,1,1,1,860,27.157,-354,2.433203e+01,1,4,0
2,1,1,2,420,21.307,39,3.074414e+02,1,4,1
2,1,1,3,640,9.192,-38,-5.421953e+02,-1,7,1
2,1,1,4,200,7.575,70,-4.200391e+01,1,8,1
2,10,2,1,860,5.733,36,7.476094e+02,1,4,1
2,10,2,2,420,4.035,-29,-3.099375e+02,1,6,0
2,10,2,3,200,5.723,40,-1.214336e+02,-1,6,1
2,10,2,4,640,4.221,302,5.327969e+02,-1,6,0
2,1000,3,1,640,5.487,-270,-3.912695e+02,-1,5,1
2,1000,3,2,860,5.773,-79,6.181992e+02,-1,5,0
2,1000,3,3,420,3.737,-127,2.698633e+02,-1,5,0
2,1000,3,4,200,3.187,-26,-9.257812e-01,1,5,1
