Spread,Block,Trial,Time_elapsed,Delta,click_num,Placed_x
1000,1,1,14.376,860,1,-1.835156e+01
1000,1,1,37.419,860,2,-448
1000,1,1,39.204,860,3,-1.959062e+02
1000,1,1,45.812,860,4,-4.258359e+02
1000,1,2,4.873,200,1,-3.531250e+01
1000,1,3,2.503,640,1,-3.920664e+02
1000,1,4,3.721,420,1,-1.863750e+02
1,2,1,3.517,640,1,-4.786992e+02
1,2,2,2.402,200,1,9.722656e+00
1,2,3,3.571,860,1,-7.648633e+02
1,2,4,4.590,420,1,-3.308750e+02
10,3,1,1.765,420,1,-1.403242e+02
10,3,2,25.296,860,1,-4.776484e+02
10,3,3,1.202,200,1,4.953125e+00
10,3,4,1.736,640,1,-3.773906e+02
