Condition,Spread,Block,Trial,Delta,RT,Initial_x,Placed_x,Target_side,Speed,Success
2,1,1,1,860,6.667,-354,-8.605156e+02,1,4,0
2,1,1,2,420,5.205,39,4.152969e+02,1,4,1
2,1,1,3,640,20.355,-38,-2.878594e+02,-1,7,1
2,1,1,4,200,10.795,70,1.222930e+02,1,8,1
2,10,2,1,420,7.550,145,3.390469e+02,-1,5,0
2,10,2,2,860,6.305,428,1.854336e+02,-1,5,0
2,10,2,3,200,2.903,-26,-5.197266e+01,1,6,1
2,10,2,4,640,3.771,186,9.617969e+01,1,6,1
2,1000,3,1,200,4.095,-74,-2.079688e+01,-1,5,1
2,1000,3,2,420,4.021,163,9.921094e+01,-1,5,1
2,1000,3,3,640,2.552,206,-1.742578e+01,1,5,0
2,1000,3,4,860,3.654,252,6.688281e+01,-1,5,0
