Spread,Delta, Estimate
1000,420,9.000000e-01
1000,860,5.000000e-01
1000,640,6.000000e-01
1000,200,1
1000,860,2.000000e-01
1000,420,5.000000e-01
1000,200,1
1000,640,6.000000e-01
1,420,8.000000e-01
1,860,1.000000e-01
1,640,3.000000e-01
1,200,9.000000e-01
1,860,1.000000e-01
1,420,7.000000e-01
1,200,1
1,640,5.000000e-01
10,420,7.000000e-01
10,860,1.000000e-01
10,640,0
10,200,1
10,860,1.000000e-01
10,420,7.000000e-01
10,200,9.000000e-01
10,640,4.000000e-01
