Spread,Block,Trial,Time_elapsed,Delta,click_num,Placed_x
1000,1,1,5.144,860,1,3.082812e+01
1000,1,1,6.329,860,2,2.861328e+01
1000,1,1,7.647,860,3,1.225391e+01
1000,1,1,8.131,860,4,7.332031e+00
1000,1,2,1.969,200,1,1.820312e+00
1000,1,3,2.019,640,1,-5.538672e+01
1000,1,4,2.186,420,1,-2.333594e+01
1,2,1,2.716,640,1,2.157109e+02
1,2,2,2.035,200,1,8.929688e+00
1,2,3,1.936,860,1,-1.208281e+02
1,2,4,5.474,420,1,1.610352e+02
10,3,1,1.775,420,1,1.033984e+02
10,3,2,1.719,860,1,2.609414e+02
10,3,3,1.669,200,1,-4.191406e+00
10,3,4,2.104,640,1,-3.706641e+01
