Spread,Delta, Estimate
10,420,1
10,860,5.000000e-01
10,640,7.000000e-01
10,200,1
10,860,3.000000e-01
10,420,1
10,200,1
10,640,6.000000e-01
1000,420,1
1000,860,5.000000e-01
1000,640,6.000000e-01
1000,200,1
1000,860,4.000000e-01
1000,420,1
1000,200,1
1000,640,7.000000e-01
1,420,1
1,860,8.000000e-01
1,640,0
1,200,1
1,860,0
1,420,7.000000e-01
1,200,5.000000e-01
1,640,3.000000e-01
