Spread,Delta, Estimate
1000,420,5.000000e-01
1000,860,5.000000e-01
1000,640,5.000000e-01
1000,200,5.000000e-01
1000,860,5.000000e-01
1000,420,5.000000e-01
1000,200,5.000000e-01
1000,640,4.000000e-01
10,420,9.000000e-01
10,860,5.000000e-01
10,640,5.000000e-01
10,200,1
10,860,9.000000e-01
10,420,7.000000e-01
10,200,5.000000e-01
10,640,5.000000e-01
1,420,7.000000e-01
1,860,5.000000e-01
1,640,8.000000e-01
1,200,7.000000e-01
1,860,8.000000e-01
1,420,5.000000e-01
1,200,1
1,640,8.000000e-01
