Spread,Delta, Estimate
1000,420,1
1000,860,0
1000,640,2.000000e-01
1000,200,1
1000,860,0
1000,420,5.000000e-01
1000,200,1
1000,640,0
1,420,2.000000e-01
1,860,0
1,640,1.000000e-01
1,200,1
1,860,0
1,420,2.000000e-01
1,200,1
1,640,5.000000e-01
10,420,1
10,860,4.000000e-01
10,640,5.000000e-01
10,200,1
10,860,2.000000e-01
10,420,5.000000e-01
10,200,1
10,640,3.000000e-01
