Spread,Block,Trial,Time_elapsed,Delta,click_num,Placed_x
10,1,1,5.379,860,1,3.430469e+01
10,1,1,13.988,860,2,3.600391e+01
10,1,1,16.257,860,3,9.361328e+01
10,1,2,10.496,420,1,1.382500e+02
10,1,3,7.726,640,1,1.693711e+02
10,1,4,3.605,200,1,-1.358203e+01
1000,2,1,4.229,860,1,3.640469e+02
1000,2,2,5.572,420,1,-1.141016e+01
1000,2,3,2.387,200,1,6.277344e+00
1000,2,4,4.573,640,1,1.498711e+02
1,3,1,3.050,640,1,1.483789e+02
1,3,2,4.356,860,1,-3.213906e+02
1,3,3,3.839,420,1,-2.511523e+02
1,3,4,1.920,200,1,5.250000e+00
