Condition,Spread,Block,Trial,Delta,RT,Initial_x,Placed_x,Target_side,Speed,Success
2,1,1,1,860,10.865,-354,-1.099219e+01,1,4,0
2,1,1,2,420,4.588,39,2.148438e-01,1,4,1
2,1,1,3,640,2.903,-38,-1.992188e+00,-1,7,1
2,1,1,4,200,2.937,70,-2.980469e+00,1,8,1
2,10,2,1,420,5.286,145,1.027344e+00,-1,5,1
2,10,2,2,860,6.021,428,-1.113281e+01,-1,5,0
2,10,2,3,200,2.586,-26,-8.332031e+00,1,6,1
2,10,2,4,640,5.538,186,-8.664062e+00,1,6,0
2,1000,3,1,200,13.925,-74,-8.406250e+00,-1,5,1
2,1000,3,2,420,7.475,163,2.121094e+00,-1,5,1
2,1000,3,3,640,5.973,206,-1.607422e+01,1,5,0
2,1000,3,4,860,8.025,252,-2.056641e+01,-1,5,0
