Spread,Block,Trial,Time_elapsed,Delta,click_num,Placed_x
1000,1,1,15.327,420,1,3.859375e+01
1000,1,1,17.146,420,2,4.083984e+01
1000,1,1,18.280,420,3,2.696875e+01
1000,1,2,3.470,640,1,4.363281e+00
1000,1,3,2.986,200,1,1.871094e+00
1000,1,4,3.755,860,1,5.581641e+01
10,2,1,3.249,640,1,-2.278711e+02
10,2,2,2.003,860,1,4.676797e+02
10,2,3,1.920,420,1,2.695312e+00
10,2,4,1.386,200,1,1.126172e+01
1,3,1,3.280,200,1,1.043359e+01
1,3,2,3.405,640,1,1.154297e+01
1,3,3,2.787,860,1,-2.945703e+02
1,3,4,2.120,420,1,7.375781e+01
