Spread,Block,Trial,Time_elapsed,Delta,click_num,Placed_x
1,1,1,12.399,860,1,5.791797e+02
1,1,2,2.402,200,1,6.319922e+01
1,1,3,2.769,200,1,-6.649609e+01
1,1,4,1.452,200,1,2.291016e+01
1,1,5,4.706,640,1,-3.154492e+02
1,1,6,1.752,200,1,-4.331641e+01
1,1,7,1.953,860,1,2.663359e+02
1,1,8,1.987,200,1,-6.972656e+01
1,1,9,1.203,640,1,-2.624492e+02
1,1,10,2.354,200,1,3.020312e+01
1,1,11,0.785,200,1,-8.722266e+01
1,1,12,1.586,420,1,-1.786211e+02
1,1,13,2.320,860,1,3.735547e+02
1,1,14,2.103,860,1,-5.892773e+02
1,1,15,1.853,200,1,-3.975000e+01
1,1,16,2.387,420,1,3.377227e+02
1,1,17,2.204,420,1,-2.061562e+02
1,1,18,1.837,640,1,-5.296289e+02
1,1,19,1.820,420,1,-1.364258e+02
1,1,20,1.035,420,1,-2.150859e+02
1,1,21,1.819,860,1,5.200430e+02
1,1,22,1.368,640,1,-3.592266e+02
1,1,23,2.236,860,1,5.001094e+02
1,1,24,1.570,200,1,8.691797e+01
1,1,25,0.985,640,1,-2.820273e+02
1,1,26,1.703,640,1,-3.894375e+02
1,1,27,1.136,640,1,-4.428984e+02
1,1,28,1.619,860,1,6.080781e+02
1,1,29,2.187,860,1,-5.565195e+02
1,1,30,1.152,860,1,5.458242e+02
1,1,31,1.619,860,1,6.659180e+02
1,1,32,1.553,420,1,-2.689492e+02
1,1,33,1.286,420,1,2.016367e+02
1,1,34,0.885,420,1,-1.766211e+02
1,1,34,1.019,420,2,-1.766211e+02
1,1,35,0.885,200,1,2.718750e+00
1,1,36,1.285,640,1,3.192773e+02
1,1,37,1.753,860,1,-2.846211e+02
1,1,38,1.069,640,1,-3.975156e+02
1,1,39,0.918,420,1,2.625859e+02
1,1,40,0.919,640,1,-4.961094e+02
1,1,41,0.885,640,1,-5.009922e+02
1,1,42,1.002,860,1,-6.838398e+02
1,1,43,0.868,640,1,-4.328828e+02
1,1,44,0.785,200,1,1.200430e+02
1,1,45,1.068,860,1,-5.591367e+02
1,1,46,1.636,420,1,3.171211e+02
1,1,47,1.402,200,1,1.025898e+02
1,1,48,1.986,640,1,4.041641e+02
1,1,49,0.985,420,1,-2.452031e+02
1,1,50,1.453,640,1,-4.017422e+02
1,1,51,0.935,420,1,2.508438e+02
1,1,52,1.085,200,1,-9.984766e+01
1,1,53,1.202,640,1,-5.309023e+02
1,1,54,0.951,420,1,-2.743828e+02
1,1,55,2.504,420,1,2.093438e+02
1,1,56,2.086,860,1,3.487891e+02
1,1,57,1.736,860,1,6.614570e+02
1,1,58,1.619,200,1,-1.006484e+02
1,1,59,1.119,420,1,3.125352e+02
1,1,60,0.952,200,1,-1.471797e+02
10,2,1,4.613,640,1,3.890547e+02
10,2,2,1.419,860,1,-6.058516e+02
10,2,3,1.102,200,1,-3.916406e+01
10,2,4,1.052,420,1,-2.385000e+02
10,2,5,0.735,200,1,-2.382812e+00
10,2,6,1.001,420,1,2.970742e+02
10,2,7,0.935,640,1,-4.221250e+02
10,2,8,0.768,200,1,1.067500e+02
10,2,9,0.885,200,1,4.995703e+01
10,2,10,1.135,200,1,-3.030078e+01
10,2,11,1.052,420,1,-1.775938e+02
10,2,12,0.968,640,1,-3.415742e+02
10,2,13,0.802,200,1,-7.846875e+01
10,2,14,1.719,860,1,-6.345742e+02
10,2,15,1.853,640,1,4.487227e+02
10,2,16,0.751,420,1,-2.805312e+02
10,2,17,1.002,860,1,5.872734e+02
