Spread,Block,Trial,Time_elapsed,Delta,click_num,Placed_x
1,1,1,3.897,640,1,1.908359e+02
1,1,2,1.753,420,1,-2.805078e+01
1,1,3,2.854,860,1,-8.164062e+01
1,1,4,2.971,860,1,-1.610391e+02
1,1,5,2.287,860,1,4.528398e+02
1,1,6,1.970,200,1,-5.007812e+00
1,1,7,1.553,860,1,-2.856406e+02
1,1,8,1.569,420,1,-1.001250e+02
1,1,9,2.204,420,1,6.141406e+01
1,1,10,1.786,860,1,-3.777695e+02
1,1,11,1.653,860,1,-2.243750e+01
1,1,12,1.403,640,1,2.073945e+02
1,1,13,1.452,860,1,-4.578516e+02
1,1,14,1.336,640,1,-8.281250e+00
1,1,15,2.470,860,1,-1.317969e+01
1,1,16,1.886,420,1,7.065625e+01
1,1,17,2.454,200,1,-5.839844e+01
1,1,18,2.571,200,1,7.507812e+00
1,1,19,3.088,640,1,-1.501094e+02
1,1,20,1.536,200,1,-8.484375e+00
1,1,21,1.320,640,1,-1.332812e+02
1,1,22,2.454,640,1,-1.578906e+01
1,1,23,1.553,640,1,-8.448828e+01
1,1,24,1.586,640,1,-1.464453e+02
1,1,25,1.503,420,1,-1.383477e+02
1,1,26,1.419,420,1,-1.066914e+02
1,1,27,3.171,860,1,-4.043242e+02
1,1,28,2.153,420,1,-1.887109e+02
1,1,29,1.903,640,1,-3.605938e+02
1,1,30,2.921,640,1,-2.696211e+02
1,1,31,2.220,200,1,-7.711719e+01
1,1,32,1.202,200,1,7.660156e+00
1,1,33,2.687,860,1,-4.850234e+02
1,1,34,1.319,420,1,-1.270820e+02
1,1,35,2.153,420,1,1.914531e+02
1,1,36,1.436,420,1,-4.732812e+01
1,1,37,1.686,200,1,1.907812e+01
1,1,38,2.270,640,1,-1.884375e+02
1,1,39,1.652,200,1,1.371094e+00
1,1,40,1.669,860,1,-1.071250e+02
1,1,41,2.287,420,1,-1.186875e+02
1,1,42,1.217,200,1,-2.088672e+01
1,1,43,1.702,860,1,3.383984e+02
1,1,44,1.402,200,1,-6.633984e+01
1,1,45,2.020,640,1,-4.206836e+02
1,1,46,1.569,860,1,-2.285547e+01
1,1,47,1.402,200,1,2.925391e+01
1,1,48,1.704,420,1,7.651562e+01
1,1,49,1.019,200,1,-3.376953e+01
1,1,50,1.319,200,1,1.576172e+01
