Spread,Delta, Estimate
10000,365,5.000000e-01
10000,695,6.000000e-01
10000,860,7.000000e-01
10000,530,5.000000e-01
10000,200,1
10000,695,7.000000e-01
10000,365,1
10000,200,1
10000,530,5.000000e-01
10000,860,5.000000e-01
1,365,6.000000e-01
1,695,4.000000e-01
1,860,5.000000e-01
1,530,6.000000e-01
1,200,1
1,695,6.000000e-01
1,365,7.000000e-01
1,200,9.000000e-01
1,530,6.000000e-01
1,860,3.000000e-01
