Spread,Delta, Estimate
10000,365,1
10000,695,0
10000,860,0
10000,530,2.000000e-01
10000,200,1
10000,695,1.000000e-01
10000,365,1
10000,200,1
10000,530,8.000000e-01
10000,860,0
1,365,5.000000e-01
1,695,2.000000e-01
1,860,0
1,530,4.000000e-01
1,200,7.000000e-01
1,695,1.000000e-01
1,365,6.000000e-01
1,200,8.000000e-01
1,530,4.000000e-01
1,860,0
