Spread,Delta, Estimate
10000,365,6.000000e-01
10000,695,4.000000e-01
10000,860,2.000000e-01
10000,530,6.000000e-01
10000,200,9.000000e-01
10000,695,5.000000e-01
10000,365,6.000000e-01
10000,200,8.000000e-01
10000,530,4.000000e-01
10000,860,2.000000e-01
1,365,4.000000e-01
1,695,2.000000e-01
1,860,0
1,530,3.000000e-01
1,200,6.000000e-01
1,695,3.000000e-01
1,365,5.000000e-01
1,200,7.000000e-01
1,530,4.000000e-01
1,860,5.000000e-01
