1,10,1,1,800,2.0279,-333,-548,1,3,0
1,10,1,2,700,1.7501,206,-476,-1,3,1
1,10,1,3,200,1.6167,32,-12,1,3,1
1,10,1,4,400,1.6331,-38,-283,-1,3,1
1,10,1,5,600,2.3832,209,-449,1,3,0
1,10,1,6,300,2.1166,79,2,-1,3,1
1,10,1,7,500,2.0166,211,-292,1,3,0
1,10,2,1,500,1.6825,145,-325,-1,4,1
1,10,2,2,300,2.7998,-83,10,1,3,1
1,10,2,3,200,2.15,-19,-1,-1,3,1
1,10,2,4,600,2.2833,85,-318,1,3,0
1,10,2,5,700,1.8,-172,-474,1,3,0
1,10,2,6,400,2.05,83,-184,-1,3,1
1,10,2,7,800,1.9664,-248,-544,1,3,0
1,10,3,1,200,2.9745,-40,-6,-1,3,1
1,10,3,2,600,1.8665,-140,-394,1,3,0
1,10,3,3,400,2.7999,-89,-181,-1,3,1
1,10,3,4,500,1.9167,-247,-283,1,3,0
1,10,3,5,700,1.9167,35,-462,-1,3,1
1,10,3,6,300,2.0332,-31,-136,1,3,0
1,10,3,7,800,1.9498,295,-571,1,3,0
