3,1,1,1,200,2.15,100,-4,-1,7,1
3,1,1,2,500,1.8166,-54,-16,-1,6,1
3,1,1,3,400,1.9665,-169,-3,1,6,1
3,1,1,4,800,1.75,90,-310,-1,4,0
3,1,1,5,600,1.7832,-249,-302,1,7,0
3,1,1,6,300,1.6667,-29,-5,1,7,1
3,1,1,7,700,15.966,-63,-396,-1,4,1
3,1,2,1,800,2.2804,-358,-369,-1,5,1
3,1,2,2,600,2.8499,103,-291,1,6,0
3,1,2,3,200,1.8999,-75,-6,1,5,1
3,1,2,4,700,1.9665,-217,-4,-1,6,0
3,1,2,5,300,1.8833,49,13,1,6,1
3,1,2,6,500,2.1166,70,-231,-1,7,1
3,1,2,7,400,3.2833,-70,-15,-1,6,1
3,1,3,1,700,2.1365,171,-406,1,6,0
3,1,3,2,200,1.8832,19,-2,1,7,1
3,1,3,3,500,7.7831,5,-178,-1,6,1
3,1,3,4,300,2.3665,-40,11,-1,6,1
3,1,3,5,600,2.4166,28,-285,1,6,0
3,1,3,6,800,2.0666,218,-448,1,4,0
3,1,3,7,400,2.4,-144,-12,1,7,1
