1,1,1,1,200,2.3827,3,-7,-1,3,1
1,1,1,2,800,8.1992,287,-583,1,3,0
1,1,1,3,500,2.1165,106,-309,-1,2,1
1,1,1,4,600,1.8332,137,-456,1,2,0
1,1,1,5,400,2.1666,-135,-227,-1,3,1
1,1,1,6,700,1.7499,-234,-526,1,4,0
1,1,1,7,300,1.8832,58,-141,1,4,0
1,1,2,1,200,2.0697,-15,7,-1,1,0
1,1,2,2,700,2.2166,94,-572,1,2,0
1,1,2,3,400,2.2666,109,-299,-1,2,1
1,1,2,4,500,1.5668,52,-359,1,3,0
1,1,2,5,300,2.0998,-99,-136,1,3,0
1,1,2,6,600,1.8,77,-414,1,3,0
1,1,2,7,800,4.8499,-48,-602,1,3,0
1,1,3,1,300,5.621,-10,-111,-1,6,1
1,1,3,2,700,1.7166,326,-450,1,3,0
1,1,3,3,500,1.8165,133,-295,1,2,0
1,1,3,4,400,2.2332,70,-218,-1,2,1
1,1,3,5,200,1.8999,-44,9,1,2,1
1,1,3,6,600,1.7167,133,-384,-1,3,1
1,1,3,7,800,2.0999,172,-595,1,3,0
