Spread,Block,Trial,Time_elapsed,Delta,click_num,Placed_x
10000,1,1,4.762,860,1,-8.331133e+02
10000,1,1,7.661,860,2,-5.316836e+02
10000,1,1,13.179,860,3,-7.143320e+02
10000,1,1,29.763,860,4,-8.105781e+02
10000,1,1,38.197,860,5,-1.512031e+02
10000,1,1,39.829,860,6,8.105391e+02
10000,1,2,2.917,860,1,7.903242e+02
10000,1,3,8.551,200,1,-4.092578e+01
10000,1,3,10.567,200,2,-1.184766e+02
10000,1,4,8.651,640,1,-5.130820e+02
10000,1,4,9.834,640,2,-5.467695e+02
10000,1,5,2.732,420,1,-2.217969e+01
10000,1,5,3.549,420,2,-2.606641e+01
10000,1,5,4.799,420,3,-1.787500e+01
10000,1,5,6.332,420,4,-1.640234e+01
10000,1,6,2.631,640,1,4.105469e+00
10000,1,6,3.565,640,2,6.476562e+00
10000,1,6,4.466,640,3,1.257969e+02
10000,1,7,2.601,420,1,2.753320e+02
10000,1,7,3.717,420,2,2.737500e+02
10000,1,8,2.834,860,1,-7.937266e+02
10000,1,9,1.701,200,1,6.950781e+01
10000,1,10,1.650,640,1,3.905898e+02
10000,1,10,11.467,640,2,4.453125e+02
10000,1,11,11.118,860,1,-7.528047e+02
10000,1,12,2.501,200,1,-5.185938e+01
10000,1,13,1.917,200,1,9.890234e+01
10000,1,14,2.551,420,1,2.018867e+02
10000,1,15,13.185,200,1,-9.078125e+01
10000,1,16,1.901,420,1,2.133633e+02
10000,1,16,29.285,420,2,-2.230469e+02
10000,1,17,20.251,860,1,-3.321328e+02
10000,1,17,21.052,860,2,-3.250391e+02
10000,1,17,22.801,860,3,-3.307656e+02
10000,1,18,19.735,860,1,2.641016e+01
10000,1,19,5.901,420,1,-1.172773e+02
10000,1,20,3.118,420,1,7.678125e+01
10000,1,21,1.784,420,1,-2.022930e+02
10000,1,22,2.319,420,1,9.706641e+01
10000,1,23,27.418,860,1,4.273984e+02
10000,1,24,3.834,420,1,-1.305195e+02
10000,1,25,2.484,860,1,-3.878789e+02
10000,1,26,2.168,640,1,4.155742e+02
10000,1,27,2.485,200,1,-9.417969e+00
10000,1,28,1.784,200,1,5.194922e+01
10000,1,29,1.551,420,1,2.677930e+02
10000,1,30,2.018,200,1,1.037109e+02
10000,1,31,1.868,420,1,-3.036992e+02
10000,1,32,1.851,640,1,-3.320078e+02
10000,1,33,3.718,860,1,-4.826914e+02
10000,1,34,1.784,640,1,3.443398e+02
10000,1,35,1.851,640,1,1.824609e+02
10000,1,35,2.484,640,2,2.629102e+02
10000,1,35,4.101,640,3,3.019688e+02
10000,1,36,3.051,200,1,-9.552734e+01
10000,1,37,5.201,860,1,-4.375273e+02
10000,1,37,9.252,860,2,-5.328047e+02
10000,1,37,10.135,860,3,-5.705117e+02
10000,1,38,2.351,200,1,3.839062e+01
10000,1,39,1.434,200,1,-8.597656e+01
10000,1,40,7.618,640,1,5.577617e+02
10000,1,41,2.734,640,1,5.918750e+02
10000,1,41,3.818,640,2,5.453828e+02
10000,1,41,4.734,640,3,5.981641e+02
10000,1,42,2.701,860,1,7.753516e+02
10000,1,42,4.768,860,2,-7.849688e+02
10000,1,43,3.751,640,1,5.562188e+02
10000,1,44,2.334,640,1,-5.406211e+02
10000,1,45,3.901,640,1,-4.208242e+02
10000,1,46,3.968,860,1,-4.703594e+02
10000,1,47,2.383,200,1,-5.382422e+01
10000,1,48,2.901,420,1,3.676133e+02
10000,1,49,2.501,640,1,-4.136016e+02
10000,1,50,3.017,640,1,4.130781e+02
10000,1,51,2.235,200,1,-5.865625e+01
10000,1,52,1.684,200,1,8.889062e+01
10000,1,53,2.034,420,1,-2.169453e+02
10000,1,54,4.368,200,1,9.536328e+01
10000,1,55,2.118,420,1,-1.852500e+02
10000,1,56,2.901,860,1,6.058086e+02
10000,1,57,2.051,640,1,4.113633e+02
10000,1,58,3.134,860,1,-6.384609e+02
10000,1,59,3.501,860,1,6.862227e+02
10000,1,60,2.501,420,1,2.798945e+02
1,2,1,5.942,200,1,8.004297e+01
1,2,1,7.092,200,2,-9.842578e+01
1,2,2,3.351,200,1,8.820312e+00
1,2,2,4.585,200,2,-2.800781e+01
1,2,3,2.985,640,1,3.576641e+02
