Condition,Spread,Block,Trial,Delta,RT,Initial_x,Placed_x,Target_side,Speed,Success
2,1,1,1,860,10.294,223,-7.738047e+02,1,8,0
2,1,1,2,640,4.965,27,-5.544297e+02,-1,7,1
2,1,1,3,640,2.500,-128,5.617031e+02,1,2,1
2,1,1,4,200,2.250,-2,-1.568086e+02,1,8,1
2,1,1,5,640,2.900,-109,5.650664e+02,1,6,1
2,1,1,6,420,2.450,198,-1.706680e+02,-1,6,1
2,1,1,7,860,3.267,300,7.903555e+02,1,2,1
2,1,1,8,640,2.283,214,-4.686680e+02,-1,1,0
2,1,1,9,200,2.617,64,7.375000e+00,-1,7,1
2,1,1,10,640,3.783,72,5.981758e+02,-1,8,0
2,1,1,11,420,2.383,-173,-3.488750e+02,1,2,0
2,1,1,12,200,2.233,88,-1.096836e+02,1,7,1
2,1,1,13,420,2.500,-34,-3.203906e+02,-1,6,1
2,1,1,14,860,2.717,301,7.698164e+02,1,1,1
2,1,1,15,640,2.267,130,5.893164e+02,1,2,1
2,1,1,16,420,2.400,-128,-2.548828e+01,1,8,1
2,1,1,17,860,2.500,-189,-7.632500e+02,1,7,0
2,1,1,18,860,2.717,412,-7.205820e+02,-1,3,1
2,1,1,19,200,2.300,-25,5.468750e+00,-1,3,1
2,1,1,20,200,2.450,1,7.621094e+00,1,6,1
2,1,1,21,860,3.467,-198,-7.538047e+02,1,7,0
2,1,1,22,860,2.850,-66,7.509727e+02,-1,5,0
2,1,1,23,420,2.517,57,-2.276250e+02,1,4,0
2,1,1,24,420,2.517,115,-4.969531e+01,-1,2,0
2,1,1,25,200,2.100,21,-3.347656e+00,1,5,1
2,1,1,26,200,2.533,-66,-5.167969e+00,1,4,1
2,1,1,27,200,2.033,26,1.184375e+01,1,5,1
2,1,1,28,640,2.383,-38,-5.493906e+02,1,7,0
2,1,1,29,200,1.800,54,-1.875000e+00,1,4,1
2,1,1,30,200,1.950,-6,1.734375e+00,-1,9,1
2,1,1,31,640,2.217,299,5.441758e+02,1,3,1
2,1,1,32,640,2.033,-215,-5.371250e+02,1,5,0
2,1,1,33,420,2.083,-9,-2.635430e+02,1,3,0
2,1,1,34,860,2.383,170,-7.809023e+02,1,5,0
2,1,1,35,420,2.017,-57,-7.153125e+01,-1,7,1
2,1,1,36,860,1.967,171,6.488281e+02,1,5,1
2,1,1,37,200,1.600,33,-9.683594e+00,1,1,0
2,1,1,38,420,2.417,208,3.371914e+02,1,9,1
2,1,1,39,420,2.150,-157,-3.517383e+02,1,9,1
2,1,1,40,640,3.917,-44,5.424961e+02,1,8,1
2,1,1,41,420,2.250,-179,-3.586523e+02,1,3,0
2,1,1,42,860,2.300,425,7.415234e+02,-1,5,0
2,1,1,43,200,1.783,-80,4.636719e+00,-1,6,1
2,1,1,44,860,1.783,252,-7.308203e+02,-1,4,1
2,1,1,45,200,2.167,89,-2.240625e+01,1,1,0
2,1,1,46,860,2.600,-52,5.917031e+02,1,5,1
2,1,1,47,860,2.817,14,762,1,6,1
2,1,1,48,860,1.950,-88,7.897617e+02,-1,9,0
2,1,1,49,420,2.583,146,-1.927773e+02,-1,4,1
2,1,1,50,640,1.917,280,-5.027109e+02,-1,4,1
2,1,1,51,420,2.033,-199,-3.465000e+02,-1,6,1
2,1,1,52,860,1.733,22,7.950938e+02,1,1,1
2,1,1,53,640,3.200,315,5.452734e+02,1,4,1
2,1,1,54,640,2.117,-10,5.900508e+02,1,6,1
2,1,1,55,420,2.467,5,-1.706523e+02,1,3,0
2,1,1,56,640,2.217,-57,-4.675156e+02,1,7,0
2,1,1,57,200,1.767,71,7.246094e+00,1,3,1
2,1,1,58,200,1.617,10,-3.641797e+01,-1,3,1
2,1,1,59,640,1.850,-67,-5.573906e+02,1,2,0
