Condition,Spread,Block,Trial,Delta,RT,Initial_x,Placed_x,Target_side,Speed,Success
1,1,1,1,860,4.192,-325,-2.577461e+02,-1,6,1
1,1,1,2,860,7.725,-294,2.094258e+02,1,5,0
1,1,1,3,365,2.853,-36,2.605469e+01,1,3,1
1,1,1,4,530,2.769,-214,3.695625e+02,1,5,1
1,1,1,5,695,5.187,-233,-3.384961e+02,-1,2,0
1,1,1,6,200,2.367,51,1.388672e+01,1,6,1
1,1,1,7,530,2.185,219,2.287344e+02,1,2,0
1,1,1,8,860,3.587,-292,-5.072188e+02,-1,7,1
1,1,1,9,530,5.990,149,1.798086e+02,1,7,1
1,1,1,10,365,2.936,0,4.843750e+00,1,4,1
1,1,1,11,695,7.892,79,4.543750e+01,-1,7,1
1,1,1,12,860,8.760,106,3.524180e+02,1,3,0
1,1,1,13,365,2.602,179,6.207031e+00,1,5,1
1,1,1,14,365,1.985,-157,1.139844e+01,-1,9,1
1,1,1,15,695,2.102,-214,2.770195e+02,-1,2,0
1,1,1,16,695,2.102,-51,2.884375e+02,-1,9,0
1,1,1,17,695,1.718,173,2.528086e+02,1,5,1
1,1,1,18,200,2.002,27,2.030859e+01,-1,1,0
1,1,1,19,695,2.386,29,3.713320e+02,-1,8,0
1,1,1,20,860,2.018,-400,4.228633e+02,1,3,0
1,1,1,21,695,2.069,298,3.689531e+02,1,3,1
1,1,1,22,530,3.654,-249,4.719922e+01,-1,3,0
1,1,1,23,365,4.521,-154,4.204297e+01,1,3,1
1,1,1,24,200,2.452,-66,2.597656e+00,-1,8,1
1,1,1,25,200,2.269,100,-5.910156e+00,-1,2,1
1,1,1,26,695,4.972,-62,-3.630352e+02,-1,3,1
1,1,1,27,365,3.871,-165,-8.483203e+01,1,6,1
1,1,1,28,860,2.603,242,4.089180e+02,-1,6,0
1,1,1,29,200,1.851,7,-3.242578e+01,-1,7,1
1,1,1,30,695,2.152,-32,-2.581367e+02,-1,2,0
1,1,1,31,200,2.118,-6,1.136719e+00,-1,6,1
1,1,1,32,860,3.120,-35,5.415039e+02,1,4,1
1,1,1,33,860,2.736,-126,-3.834336e+02,1,3,0
1,1,1,34,530,7.258,193,2.264023e+02,1,1,0
1,1,1,35,695,3.737,-21,2.769883e+02,1,3,0
1,1,1,36,365,2.052,89,1.632812e+01,1,9,1
1,1,1,37,530,2.970,-212,-2.598398e+02,1,8,1
1,1,1,38,200,7.608,-64,-5.113281e+00,-1,6,1
1,1,1,39,530,2.185,-195,1.687266e+02,1,6,1
1,1,1,40,200,2.419,37,-3.203125e+00,-1,3,1
1,1,1,41,200,7.708,23,9.746094e+00,1,7,1
1,1,1,42,695,4.922,-82,7.472656e+00,1,3,0
1,1,1,43,200,2.085,29,3.703125e+00,1,7,1
1,1,1,44,860,3.420,-282,-5.906016e+02,-1,3,1
1,1,1,45,860,3.554,-331,4.449570e+02,-1,1,0
1,1,1,46,530,3.220,16,2.251172e+01,-1,7,1
1,1,1,47,860,2.636,-3,4.055977e+02,-1,9,0
1,1,1,48,860,1.868,54,3.693320e+02,-1,9,0
1,1,1,49,530,5.172,-84,-9.035547e+01,-1,4,1
1,1,1,50,365,1.918,-39,1.165625e+01,-1,7,1
1,1,1,51,200,2.435,-62,4.843750e+00,1,8,1
1,1,1,52,365,2.452,73,2.833984e+01,1,9,1
1,1,1,53,860,2.435,-326,-5.156250e+02,1,7,0
1,1,1,54,530,3.087,158,2.720312e+01,-1,6,1
1,1,1,55,365,2.319,136,1.948828e+01,-1,7,1
1,1,1,56,365,14.116,171,6.382812e+00,-1,1,0
1,1,1,57,200,2.552,11,3.769531e+00,1,5,1
1,1,1,58,200,1.918,-16,-1.077734e+01,1,2,1
1,1,1,59,695,1.718,188,3.258281e+02,1,8,1
1,1,1,60,530,1.785,86,-7.819922e+01,1,9,1
1,1,1,61,695,1.935,-321,-2.974531e+02,1,5,0
1,1,1,62,695,1.518,153,6.411328e+01,-1,1,0
1,1,1,63,365,3.337,131,-8.425781e+00,1,2,0
1,1,1,64,530,1.601,209,2.727734e+01,1,6,1
1,1,1,65,200,2.169,-87,7.164062e+00,1,6,1
1,1,1,66,530,1.885,-38,1.809766e+02,-1,8,1
1,1,1,67,365,9.427,134,8.201172e+01,1,3,1
1,1,1,68,860,1.851,-161,-4.988164e+02,-1,6,1
1,1,1,69,530,1.851,-175,1.191719e+02,-1,2,0
1,1,1,70,860,2.319,165,5.004141e+02,1,4,1
1,1,1,71,365,2.302,-42,1.256641e+01,1,6,1
1,1,1,72,365,1.785,-171,-8.935156e+01,-1,1,0
1,1,1,73,695,1.551,218,-2.114453e+01,-1,3,0
1,1,1,74,530,2.252,249,6.535156e+00,-1,6,1
1,1,1,75,200,3.003,77,-3.078125e+01,-1,6,1
1,10000,2,1,365,3.701,133,-5.441406e+00,-1,5,1
1,10000,2,2,860,3.170,-256,-5.050781e+00,1,5,0
1,10000,2,3,200,1.584,-27,-9.585938e+00,-1,5,1
1,10000,2,4,860,1.818,-264,4.548242e+02,-1,5,0
1,10000,2,5,695,1.902,21,2.769453e+02,-1,5,0
1,10000,2,6,860,2.169,218,-5.733438e+02,-1,5,1
1,10000,2,7,530,1.952,46,2.651406e+02,-1,5,0
1,10000,2,8,860,1.768,99,6.055312e+02,1,5,1
1,10000,2,9,695,2.135,-178,-4.339648e+02,-1,5,1
1,10000,2,10,695,1.618,274,3.302109e+02,-1,5,0
1,10000,2,11,695,1.635,-182,-3.016914e+02,1,5,0
1,10000,2,12,530,1.685,169,-1.538477e+02,-1,5,1
1,10000,2,13,860,3.754,-251,-4.373594e+02,-1,5,1
1,10000,2,14,200,1.601,68,-1.285547e+01,-1,5,1
1,10000,2,15,860,2.803,-63,-4.972891e+02,-1,5,1
1,10000,2,16,695,1.868,157,4.010039e+02,-1,5,0
1,10000,2,17,200,1.935,33,-4.402344e+00,1,5,1
1,10000,2,18,365,1.801,-48,8.760156e+01,1,5,1
1,10000,2,19,530,1.618,213,-1.611055e+02,-1,5,1
1,10000,2,20,695,1.301,-205,-1.074102e+02,1,5,0
1,10000,2,21,200,1.535,76,-8.691406e+00,1,5,1
1,10000,2,22,365,1.685,74,-1.288672e+01,1,5,1
1,10000,2,23,530,2.219,201,-7.501953e+01,1,5,0
1,10000,2,24,530,1.785,-81,8.775000e+01,1,5,1
1,10000,2,25,200,2.219,71,2.750000e+00,-1,5,1
1,10000,2,26,200,1.735,-66,6.949219e+00,-1,5,1
1,10000,2,27,200,6.607,47,2.354688e+01,-1,5,1
1,10000,2,28,695,2.736,131,2.042188e+01,1,5,0
1,10000,2,29,365,1.785,-61,4.113672e+01,1,5,1
1,10000,2,30,860,2.219,233,2.566016e+02,1,5,0
1,10000,2,31,365,2.052,-2,1.191328e+02,1,5,1
1,10000,2,32,860,1.918,-4,3.896562e+02,1,5,1
1,10000,2,33,860,1.768,-21,4.136133e+02,-1,5,0
1,10000,2,34,365,1.835,89,7.876562e+01,-1,5,1
1,10000,2,35,365,1.868,-117,-1.832031e+00,1,5,1
1,10000,2,36,365,1.801,72,8.386719e+00,-1,5,1
1,10000,2,37,530,2.536,260,1.738320e+02,-1,5,0
1,10000,2,38,695,1.701,-307,3.137539e+02,1,5,1
1,10000,2,39,200,1.618,-47,9.867188e+00,1,5,1
1,10000,2,40,200,1.685,-69,-3.171875e+00,1,5,1
1,10000,2,41,200,1.601,-42,3.164062e+00,-1,5,1
1,10000,2,42,200,4.221,-95,8.226562e+00,-1,5,1
1,10000,2,43,530,1.818,-164,2.014766e+02,1,5,1
1,10000,2,44,530,1.651,9,1.045547e+02,1,5,1
1,10000,2,45,860,2.152,-261,-4.403320e+02,-1,5,1
1,10000,2,46,365,1.735,30,1.808164e+02,-1,5,0
1,10000,2,47,860,1.952,298,3.738789e+02,1,5,1
1,10000,2,48,365,1.868,-152,1.481758e+02,1,5,1
1,10000,2,49,860,2.219,-165,-4.212422e+02,1,5,0
1,10000,2,50,365,2.402,9,-2,1,5,1
1,10000,2,51,695,1.635,0,-3.020859e+02,1,5,0
