Condition,Spread,Block,Trial,Delta,RT,Initial_x,Placed_x,Target_side,Speed,Success
2,10000,1,1,200,3.203,-56,3.964844e+00,-1,5,1
2,10000,1,2,695,2.167,-115,-3.720977e+02,1,5,0
2,10000,1,3,695,2.017,-201,-4.003750e+02,1,5,0
2,10000,1,4,860,1.952,-324,5.551758e+02,-1,5,0
2,10000,1,5,530,2.953,76,-1.377734e+01,-1,5,1
2,10000,1,6,695,2.920,206,-3.058594e+00,-1,5,0
2,10000,1,7,860,3.003,-17,-4.719180e+02,1,5,0
2,10000,1,8,200,2.686,87,4.527344e+00,-1,5,1
2,10000,1,9,200,2.285,-80,4.480469e+00,1,5,1
2,10000,1,10,200,2.302,16,6.757812e+00,-1,5,1
2,10000,1,11,200,2.168,-25,2.804688e+00,-1,5,1
2,10000,1,12,200,2.286,50,-5.812500e+00,-1,5,1
2,10000,1,13,695,2.035,-124,-3.701211e+02,-1,5,1
2,10000,1,14,200,2.486,50,-9.921875e-01,1,5,1
2,10000,1,15,365,1.935,175,9.890625e+00,1,5,1
2,10000,1,16,365,2.002,-82,-1.225781e+01,-1,5,1
2,10000,1,17,860,2.169,-357,-4.786680e+02,1,5,0
2,10000,1,18,365,2.419,173,8.355469e+00,1,5,1
2,10000,1,19,200,1.701,98,-4.289062e+00,1,5,1
2,10000,1,20,860,2.686,-142,-6.544062e+02,-1,5,1
2,10000,1,21,695,1.918,-217,3.207734e+02,-1,5,0
2,10000,1,22,860,2.436,388,3.799727e+02,-1,5,0
2,10000,1,23,200,1.651,-53,-1.104297e+01,1,5,1
2,10000,1,24,530,3.153,-17,6.137500e+01,-1,5,0
2,10000,1,25,860,2.419,-161,-6.043008e+02,1,5,0
2,10000,1,26,695,2.319,-267,-4.343984e+02,-1,5,1
2,10000,1,27,695,6.090,-178,3.342148e+02,1,5,1
2,10000,1,28,530,1.935,-138,1.261836e+02,-1,5,0
2,10000,1,29,695,3.721,-108,-3.139922e+02,1,5,0
2,10000,1,30,365,1.802,137,-9.953125e+00,-1,5,1
2,10000,1,31,860,2.252,173,5.519141e+02,-1,5,0
2,10000,1,32,365,2.269,105,5.304688e+00,1,5,1
2,10000,1,33,695,2.269,112,-4.846445e+02,1,5,0
2,10000,1,34,530,1.935,87,-2.564922e+02,1,5,0
2,10000,1,35,530,3.053,-188,-3.213906e+02,-1,5,1
2,10000,1,36,530,2.018,187,-2.671992e+02,1,5,0
2,10000,1,37,200,2.085,-41,5.238281e+00,-1,5,1
2,10000,1,38,365,2.319,-105,4.660156e+00,-1,5,1
2,10000,1,39,860,2.035,-36,-6.027305e+02,1,5,0
2,10000,1,40,365,3.604,-157,-2.902344e+00,1,5,1
2,10000,1,41,530,2.119,-42,2.255938e+02,-1,5,0
2,10000,1,42,200,1.952,-60,-3.933594e+00,-1,5,1
2,10000,1,43,860,2.202,36,5.701953e+02,-1,5,0
2,10000,1,44,530,2.085,223,1.292305e+02,-1,5,0
2,10000,1,45,695,1.635,46,-5.567344e+02,-1,5,1
2,10000,1,46,530,2.051,141,-3.112773e+02,1,5,0
2,10000,1,47,365,2.002,38,-6.406250e-01,1,5,1
2,10000,1,48,695,3.487,53,3.132070e+02,-1,5,0
2,10000,1,49,530,3.504,209,1.337930e+02,1,5,1
2,10000,1,50,860,1.835,-340,-5.592852e+02,-1,5,1
2,10000,1,51,365,5.673,-23,-1.188906e+02,-1,5,1
2,10000,1,52,200,3.437,-5,-8.734375e+00,1,5,1
2,10000,1,53,860,2.970,207,5.785273e+02,1,5,1
2,10000,1,54,530,2.336,52,-3.382422e+02,1,5,0
2,10000,1,55,200,5.940,-49,-5.324219e+00,1,5,1
2,10000,1,56,530,2.168,129,2.123281e+02,1,5,1
2,10000,1,57,695,1.751,-91,-4.623633e+02,-1,5,1
2,10000,1,58,200,1.851,86,7.562500e+00,-1,5,1
2,10000,1,59,695,2.152,-57,-5.265859e+02,1,5,0
2,10000,1,60,695,4.638,204,2.536836e+02,1,5,1
2,10000,1,61,365,2.252,-49,-7.371094e+00,-1,5,1
2,10000,1,62,860,3.737,-85,-5.473789e+02,1,5,0
2,10000,1,63,365,2.569,143,-1.156250e+00,-1,5,1
2,10000,1,64,530,3.454,-90,-2.992656e+02,-1,5,1
2,10000,1,65,365,3.053,130,4.164062e+00,-1,5,1
2,10000,1,66,860,8.976,61,5.338203e+02,1,5,1
2,10000,1,67,860,3.821,24,5.737188e+02,-1,5,0
2,10000,1,68,860,2.469,422,-6.272383e+02,-1,5,1
2,10000,1,69,365,2.302,90,8.578125e+00,-1,5,1
2,10000,1,70,365,2.586,55,6.562500e+00,1,5,1
2,10000,1,71,530,2.269,122,-2.242422e+02,-1,5,1
2,10000,1,72,695,1.918,100,5.318984e+02,-1,5,0
2,10000,1,73,200,1.801,21,1.042969e+00,1,5,1
2,10000,1,74,365,8.559,70,-1.885156e+01,-1,5,1
2,10000,1,75,530,1.935,65,-1.822812e+02,-1,5,1
2,1,2,1,530,9.131,-250,-2.780039e+02,-1,8,1
2,1,2,2,365,9.660,-113,1.909258e+02,-1,2,0
2,1,2,3,365,6.641,-90,-1.822031e+02,1,4,0
2,1,2,4,200,2.485,99,6.195312e+00,-1,3,1
2,1,2,5,200,3.270,-13,1.035156e+00,1,3,1
2,1,2,6,365,1.835,-27,8.794531e+01,-1,8,1
2,1,2,7,365,1.851,-165,-5.406250e+01,1,7,1
2,1,2,8,860,7.859,20,-5.654375e+02,-1,9,1
2,1,2,9,365,7.241,-66,-1.214062e+02,-1,3,1
2,1,2,10,695,2.002,-162,-3.932305e+02,-1,3,1
2,1,2,11,365,15.133,179,-6.348828e+01,-1,5,1
2,1,2,12,860,1.735,-53,-5.466953e+02,-1,3,1
2,1,2,13,365,18.554,-1,1.270898e+02,1,6,1
2,1,2,14,695,2.402,296,3.866406e+02,-1,2,0
2,1,2,15,365,5.005,74,-2.310547e+01,-1,9,1
2,1,2,16,695,2.102,-113,-3.852344e+02,-1,5,1
2,1,2,17,200,2.302,81,4.664062e+00,1,7,1
2,1,2,18,860,1.852,-134,-6.354648e+02,1,2,0
2,1,2,19,530,3.737,-27,-2.901562e+02,-1,8,1
2,1,2,20,860,2.102,-21,-6.344297e+02,-1,5,1
2,1,2,21,860,2.903,-281,5.914570e+02,-1,1,0
2,1,2,22,365,3.454,155,-1.064766e+02,1,3,0
2,1,2,23,200,2.603,-53,-1.886719e+00,1,5,1
2,1,2,24,860,3.654,423,-6.557734e+02,1,3,0
2,1,2,25,200,2.302,96,4.867188e+00,1,6,1
2,1,2,26,365,3.971,-93,1.374883e+02,1,5,1
2,1,2,27,695,4.238,237,3.784258e+02,1,4,1
2,1,2,28,695,1.952,51,-4.391719e+02,1,5,0
2,1,2,29,530,2.386,-22,-3.324844e+02,1,8,0
2,1,2,30,530,1.718,-170,1.422305e+02,1,5,1
2,1,2,31,695,2.536,-209,-4.420391e+02,-1,2,0
2,1,2,32,200,1.818,45,1.509375e+01,-1,7,1
2,1,2,33,530,1.902,-154,3.100625e+02,-1,9,1
2,1,2,34,200,1.801,-3,-2.097656e+00,-1,5,1
2,1,2,35,200,1.801,-43,-1.968750e+00,-1,8,1
2,1,2,36,530,1.501,92,2.679062e+02,-1,2,0
2,1,2,37,530,2.669,107,-3.323203e+02,-1,3,1
2,1,2,38,200,3.053,79,6.179688e+00,-1,8,1
2,1,2,39,695,2.118,-154,5.444453e+02,1,3,1
2,1,2,40,860,3.070,66,7.280039e+02,-1,3,0
2,1,2,41,860,2.302,140,-6.368047e+02,1,6,0
2,1,2,42,365,2.035,-51,-1.162031e+02,1,6,1
2,1,2,43,530,1.935,-151,3.417930e+02,-1,1,0
2,1,2,44,530,1.501,-65,-2.787891e+02,1,6,0
2,1,2,45,695,1.868,-12,4.758398e+02,-1,6,0
2,1,2,46,200,1.701,87,1.191406e+00,1,5,1
2,1,2,47,365,1.668,50,-1.528516e+02,1,3,0
2,1,2,48,200,1.535,32,1.664062e+00,1,6,1
2,1,2,49,860,1.985,347,6.022734e+02,1,7,1
2,1,2,50,695,2.352,21,-5.605664e+02,-1,9,1
2,1,2,51,860,7.391,109,6.465273e+02,-1,4,0
2,1,2,52,530,2.002,132,3.148477e+02,-1,1,0
2,1,2,53,530,1.868,-217,-3.448906e+02,1,7,0
2,1,2,54,200,4.905,-46,4.785156e+00,-1,2,1
2,1,2,55,695,1.851,-166,-4.771836e+02,-1,6,1
2,1,2,56,200,1.718,76,1.154688e+01,1,7,1
2,1,2,57,695,3.203,-90,5.041914e+02,-1,7,0
2,1,2,58,365,2.569,70,3.593750e+00,-1,8,1
2,1,2,59,860,2.753,109,-6.228789e+02,1,2,0
2,1,2,60,530,2.435,208,-3.108477e+02,1,1,0
2,1,2,61,860,2.319,-258,7.078555e+02,-1,2,0
2,1,2,62,200,2.018,-67,-1.546875e+00,-1,4,1
2,1,2,63,695,2.319,-40,-3.880352e+02,1,6,0
2,1,2,64,860,3.654,-324,5.019961e+02,1,1,0
2,1,2,65,695,2.536,326,5.650586e+02,-1,7,0
2,1,2,66,860,3.821,-192,-6.417539e+02,1,9,0
2,1,2,67,695,5.973,-210,4.414648e+02,1,4,1
2,1,2,68,530,1.935,113,2.457617e+02,-1,5,0
2,1,2,69,530,3.020,136,-3.359141e+02,1,8,0
2,1,2,70,365,1.968,2,2.117969e+01,1,3,1
2,1,2,71,530,1.651,167,3.190820e+02,-1,2,0
2,1,2,72,695,1.751,-139,-4.133359e+02,1,3,0
2,1,2,73,365,2.586,-7,-2.206484e+02,1,6,1
2,1,2,74,860,1.701,-391,5.037656e+02,1,3,0
2,1,2,75,200,2.168,0,1.644531e+00,1,3,1
