Condition,Spread,Block,Trial,Delta,RT,Initial_x,Placed_x,Target_side,Speed,Success
2,1,1,1,700,3.608,-189,-552,1,3,0
2,1,1,2,800,2.333,-203,-718,1,4,0
2,1,1,3,200,2.016,-95,-11,-1,6,1
2,1,1,4,600,1.950,-131,-458,1,4,0
2,1,1,5,800,1.867,-92,-691,-1,6,1
2,1,1,6,700,2.117,305,-603,1,6,0
2,1,1,7,300,2.067,72,-9,-1,4,1
2,1,1,8,800,1.917,235,-663,-1,2,1
2,1,1,9,800,2.483,38,697,-1,4,0
2,1,1,10,500,2.550,-88,-378,1,4,0
2,1,1,11,200,2.217,-75,-9,-1,6,1
2,1,1,12,500,2.350,-209,-409,1,4,0
2,1,1,13,300,2.067,90,-5,1,5,1
2,1,1,14,300,3.500,-146,-14,1,2,0
2,1,1,15,200,1.967,-82,-7,-1,2,1
2,1,1,16,400,1.883,-141,-11,1,8,1
2,1,1,17,800,1.900,137,-695,-1,7,1
2,1,1,18,500,2.916,-23,-358,-1,6,1
2,1,1,19,500,2.833,-100,380,1,6,1
2,1,1,20,300,1.833,-29,-12,1,6,1
2,1,1,21,800,1.700,384,-725,1,4,0
2,1,1,22,700,1.883,270,-577,-1,8,1
2,1,1,23,400,2.417,-6,9,-1,5,1
2,1,1,24,200,2.050,-46,1,1,5,1
2,1,1,25,500,1.783,242,-352,1,4,0
2,1,1,26,700,1.950,5,-585,-1,6,1
2,1,1,27,200,1.933,11,4,-1,4,1
2,1,1,28,500,2.033,-136,-397,1,7,0
2,1,1,29,700,1.767,42,-606,1,5,0
2,1,1,30,400,3.000,-101,-11,-1,5,1
2,1,1,31,600,1.683,17,-464,-1,8,1
2,1,1,32,400,2.716,156,0,-1,3,0
2,1,1,33,400,3.167,-120,-305,-1,5,1
2,1,1,34,300,2.167,135,-4,-1,5,1
2,1,1,35,700,1.767,-79,-627,1,2,0
2,1,1,36,500,2.333,-31,-372,-1,3,1
2,1,1,37,700,2.183,122,-577,-1,4,1
2,1,1,38,800,2.367,280,687,1,3,1
2,1,1,39,700,2.033,-49,-610,-1,6,1
2,1,1,40,700,2.417,250,555,1,2,1
2,1,1,41,600,1.850,-72,-461,1,5,0
2,1,1,42,800,2.017,161,-701,1,5,0
2,1,1,43,300,2.616,-124,-9,-1,6,1
2,1,1,44,200,1.883,100,-22,1,2,1
2,1,1,45,400,2.050,14,-300,1,5,0
2,1,1,46,400,2.150,3,-4,-1,7,1
2,1,1,47,200,2.317,-95,-2,1,5,1
2,1,1,48,300,1.917,-29,-20,1,6,1
2,1,1,49,600,1.800,64,-473,1,5,0
2,1,1,50,200,3.433,-41,-16,1,2,1
2,1,1,51,300,3.000,-24,-15,1,5,1
2,1,1,52,600,1.717,73,-489,1,3,0
2,1,1,53,600,2.183,114,-462,1,3,0
2,1,1,54,400,1.916,-136,-10,-1,4,1
2,1,1,55,300,1.917,111,-5,-1,6,1
2,1,1,56,500,3.417,-226,370,1,3,1
2,1,1,57,600,2.266,140,462,-1,4,0
2,1,1,58,300,1.633,119,-12,1,3,1
2,1,1,59,800,4.033,156,-678,1,3,0
2,1,1,60,600,1.933,-158,-477,-1,4,1
2,1,1,61,200,1.867,38,-15,-1,4,1
2,1,1,62,600,1.950,224,-479,1,5,0
2,1,1,63,400,1.750,-18,-14,1,2,0
2,1,1,64,700,1.783,181,-595,1,7,0
2,1,1,65,200,2.766,95,-19,-1,4,1
2,1,1,66,400,1.966,-170,-273,-1,6,1
2,1,1,67,800,2.133,91,-652,-1,5,1
2,1,1,68,500,1.917,-247,-407,1,6,0
2,1,1,69,600,2.083,-36,503,1,2,1
2,1,1,70,500,2.017,124,-364,-1,4,1
2,1,2,1,500,2.503,42,-341,1,3,0
2,1,2,2,700,201.159,169,-538,-1,2,1
2,1,2,3,200,2.700,2,-16,1,2,1
2,1,2,4,700,1.633,-76,-630,1,2,0
2,1,2,5,500,2.233,0,-356,1,3,0
2,1,2,6,500,1.733,-172,345,1,5,1
2,1,2,7,400,1.767,123,-245,-1,6,1
2,1,2,8,600,2.083,-213,-460,1,7,0
2,1,2,9,700,2.200,283,603,-1,2,0
2,1,2,10,300,2.733,4,-9,1,2,0
