Spread,Block,Trial,Time_elapsed,Delta,click_num,Placed_x
1,1,1,3.538,3.666667e+02,1,-1
1,1,2,1.145,700,1,-593
1,1,3,1.265,200,1,-8
1,1,4,1.165,700,1,-587
1,1,5,1.260,5.333333e+02,1,-424
1,1,6,1.366,700,1,-502
1,1,7,1.350,3.666667e+02,1,3
1,1,8,1.050,5.333333e+02,1,-364
1,1,9,1.283,5.333333e+02,1,-430
1,1,10,1.237,200,1,1
1,1,11,1.700,200,1,3
1,1,12,1.050,3.666667e+02,1,-18
10000,2,1,1.098,700,1,-536
10000,2,2,1.167,700,1,-543
10000,2,3,1.883,3.666667e+02,1,10
10000,2,4,1.283,200,1,-3
10000,2,5,1.033,700,1,-479
10000,2,6,1.133,5.333333e+02,1,-331
10000,2,7,1.233,3.666667e+02,1,-26
10000,2,8,1.000,5.333333e+02,1,-352
10000,2,9,1.250,200,1,-1
10000,2,10,1.283,3.666667e+02,1,3
10000,2,11,0.983,5.333333e+02,1,-360
10000,2,12,1.217,200,1,-3
