Spread,Block,Trial,Time_elapsed,Delta,click_num,Placed_x
10000,1,1,2.705,200,1,-5
10000,1,2,1.764,3.666667e+02,1,-33
10000,1,3,1.199,200,1,-3
10000,1,4,1.533,700,1,-482
10000,1,5,0.717,5.333333e+02,1,-336
10000,1,6,1.100,3.666667e+02,1,-29
10000,1,7,1.033,5.333333e+02,1,-417
10000,1,8,0.883,700,1,-626
10000,1,9,0.800,200,1,-22
10000,1,10,1.100,3.666667e+02,1,-20
10000,1,11,0.966,700,1,-498
10000,1,12,1.016,5.333333e+02,1,-271
1,2,1,1.504,5.333333e+02,1,-313
1,2,2,0.866,200,1,4
1,2,3,2.150,3.666667e+02,1,-7
1,2,4,0.967,3.666667e+02,1,-19
1,2,5,0.833,700,1,-569
1,2,6,1.116,3.666667e+02,1,-9
1,2,7,1.050,700,1,-488
1,2,8,1.233,5.333333e+02,1,-377
1,2,9,1.333,200,1,5
1,2,10,1.367,200,1,5
1,2,11,1.017,5.333333e+02,1,-356
1,2,12,1.050,700,1,-539
