Condition,Spread,Block,Trial,Delta,RT,Initial_x,Placed_x,Target_side,Speed,Success
2,1,1,1,200,2.197,-30,-6,1,2,1
2,1,1,2,200,1.795,-45,-5,1,3,1
2,1,1,3,700,1.565,247,-602,-1,2,1
2,1,1,4,5.333333e+02,1.715,-96,-290,-1,7,1
2,1,1,5,5.333333e+02,1.677,-243,-341,1,1,0
2,1,1,6,700,2.249,-74,-543,-1,3,1
2,1,1,7,3.666667e+02,1.900,-17,-23,-1,2,0
2,1,1,8,200,2.350,-5,-8,1,6,1
2,1,1,9,3.666667e+02,1.633,20,-181,-1,1,0
2,1,1,10,3.666667e+02,1.816,96,-274,1,1,0
2,1,1,11,5.333333e+02,1.700,-208,-399,1,6,0
2,1,1,12,700,1.716,280,-21,-1,1,0
2,1,2,1,200,2.194,-69,-6,1,2,1
2,1,2,2,200,2.866,49,-10,-1,5,1
2,1,2,3,5.333333e+02,2.216,16,-410,1,4,0
2,1,2,4,700,2.483,186,-477,-1,2,1
2,1,2,5,5.333333e+02,1.733,-85,-352,-1,3,1
2,1,2,6,5.333333e+02,2.083,-21,-347,1,5,0
2,1,2,7,3.666667e+02,2.416,-47,-24,1,2,0
2,1,2,8,3.666667e+02,2.000,-70,-216,1,4,0
2,1,2,9,3.666667e+02,1.916,110,2,-1,4,1
2,1,2,10,700,2.366,-150,-518,-1,2,1
2,1,2,11,200,1.999,76,-4,-1,4,1
2,1,2,12,700,2.049,61,-513,1,4,0
