Spread,Block,Trial,Time_elapsed,Delta,click_num,Placed_x
1,1,1,4.911,860,1,-1.477930e+02
1,1,2,2.887,860,1,3.461562e+02
1,1,3,2.687,365,1,-3.406250e+01
1,1,4,3.138,530,1,-2.938789e+02
1,1,5,2.519,695,1,4.583984e+02
1,1,6,1.701,200,1,-9.722656e+00
1,1,7,1.970,530,1,1.948789e+02
1,1,8,1.503,860,1,-6.192539e+02
1,1,9,2.170,530,1,2.885078e+02
1,1,10,1.052,365,1,-4.307812e+01
1,1,11,2.020,695,1,-4.696562e+02
1,1,12,2.354,860,1,-5.472344e+02
1,1,13,1.152,365,1,1.403555e+02
1,1,14,1.052,365,1,-152
1,1,15,1.987,695,1,-4.395586e+02
1,1,16,1.052,695,1,3.770391e+02
1,1,17,1.319,695,1,4.194375e+02
1,1,18,1.369,200,1,-8.730469e+00
1,1,19,1.069,695,1,-4.339570e+02
1,1,20,1.002,860,1,6.071328e+02
1,1,21,1.386,695,1,4.925898e+02
1,1,22,1.236,530,1,-3.618047e+02
1,1,23,3.589,365,1,-1.996953e+02
1,1,24,1.369,200,1,6.954688e+01
1,1,25,1.119,200,1,-1.575391e+01
1,1,26,1.119,695,1,4.983047e+02
1,1,27,1.019,365,1,2.128047e+02
1,1,28,1.486,860,1,2.077852e+02
1,1,29,0.902,200,1,-8.006250e+01
1,1,30,1.002,695,1,5.216211e+02
1,1,31,1.653,200,1,5.179297e+01
1,1,32,2.905,860,1,6.794141e+01
1,1,33,1.019,860,1,5.766406e+02
1,1,34,1.536,530,1,-3.573203e+02
1,1,35,2.053,695,1,-4.342617e+02
1,1,36,2.170,365,1,-6.276172e+01
1,1,37,1.636,530,1,-2.874922e+02
1,1,38,1.035,200,1,6.667969e+00
1,1,39,1.853,530,1,-9.860938e+01
1,1,40,1.152,200,1,2.370703e+01
1,1,41,1.019,200,1,-3.471094e+01
1,1,42,3.622,695,1,1.079453e+02
1,1,43,0.986,200,1,-5.903906e+01
1,1,44,1.052,860,1,-5.124453e+02
1,1,45,2.120,860,1,-5.143164e+02
1,1,46,1.219,530,1,4.068047e+02
1,1,47,1.135,860,1,6.967852e+02
1,1,48,1.236,860,1,6.049297e+02
1,1,49,1.119,530,1,-2.811055e+02
1,1,50,1.436,365,1,2.653594e+02
1,1,51,1.336,200,1,1.556445e+02
1,1,52,1.486,365,1,-2.645117e+02
1,1,52,2.020,365,2,-7.936719e+01
1,1,52,2.487,365,3,7.108594e+01
1,1,53,2.688,860,1,1.526562e+02
1,1,54,0.802,530,1,7.848438e+01
1,1,55,0.902,365,1,-2.099609e+02
1,1,56,1.453,365,1,-1.685898e+02
1,1,57,1.236,200,1,8.988672e+01
1,1,58,1.252,200,1,-8.113281e+00
1,1,59,1.436,695,1,1.474609e+02
1,1,60,2.070,530,1,-6.543750e+01
1,1,61,1.519,695,1,-3.797695e+02
1,1,62,1.386,695,1,-3.902656e+02
1,1,63,1.202,365,1,2.115195e+02
1,1,64,0.852,530,1,-316
1,1,65,1.269,200,1,-2.766016e+01
1,1,66,1.202,530,1,-3.372227e+02
1,1,67,0.952,365,1,-1.995039e+02
1,1,68,1.419,860,1,4.770508e+02
