Condition,Spread,Block,Trial,Delta,RT,Initial_x,Placed_x,Target_side,Speed,Success
2,1,1,1,860,2.243,-325,-6.262422e+02,-1,6,1
2,1,1,2,860,2.886,-294,6.920625e+02,1,5,1
2,1,1,3,365,2.051,-36,6.769531e+00,1,3,0
2,1,1,4,530,2.102,-214,2.456094e+02,1,5,1
2,1,1,5,695,2.283,-233,-4.475469e+02,-1,2,0
2,1,1,6,200,1.933,51,6.847656e+00,1,6,1
2,1,1,7,530,2.586,219,-7.871094e+00,1,2,0
2,1,1,8,860,1.902,-292,-4.039922e+02,-1,7,1
2,1,1,9,530,1.851,149,-3.489297e+02,1,7,0
2,1,1,10,365,1.568,0,1.233984e+01,1,4,1
2,1,1,11,695,2.335,79,4.096211e+02,-1,7,0
2,1,1,12,860,1.818,106,-4.680820e+02,1,3,0
2,1,1,13,365,2.052,179,-4.635156e+01,1,5,1
2,1,1,14,365,1.518,-157,1.671875e+00,-1,9,1
2,1,1,15,695,1.868,-214,-4.154766e+02,-1,2,0
2,1,1,16,695,1.718,-51,-4.750742e+02,-1,9,1
2,1,1,17,695,2.286,173,4.976875e+02,1,5,1
2,1,1,18,200,1.818,27,1.429297e+01,-1,1,0
2,1,1,19,695,1.668,29,-5.406719e+02,-1,8,1
2,1,1,20,860,1.801,-400,-6.288672e+02,1,3,0
2,1,1,21,695,2.035,298,4.537617e+02,1,3,1
2,1,1,22,530,1.952,-249,3.184844e+02,-1,3,0
2,1,1,23,365,7.725,-154,-1.239648e+02,1,3,0
2,1,1,24,200,1.968,-66,4.707031e+00,-1,8,1
2,1,1,25,200,1.684,100,-2.859375e+00,-1,2,1
2,1,1,26,695,2.152,-62,-4.850195e+02,-1,3,1
2,1,1,27,365,1.918,-165,-2.100195e+02,1,6,1
2,1,1,28,860,1.718,242,6.535547e+02,-1,6,0
2,1,1,29,200,2.002,7,-7.812500e-03,-1,7,1
2,1,1,30,695,4.121,-32,-5.009375e+02,-1,2,1
2,1,1,31,200,1.768,-6,-1.250000e-01,-1,6,1
